review_id,source,product_type,brand,region,date,rating,feedback_text,_true_themes
EV1298,Social Media,EV Car,Tesla Model 3,North,6/3/2024,4,"Claimed range of 20 km is misleading, actual range is way less in city traffic.",Range Anxiety
EV1299,Survey,EV Scooter,TVS iQube,Central,5/9/2025,4,"The companion app keeps crashing, needs urgent software updates.",Software & Connectivity
EV1300,Marketplace Review,EV Car,BYD Atto 3,North,1/18/2024,4,Stability control on wet roads is impressive and inspires confidence.,Safety Features
EV1301,Customer Support,EV Scooter,Ampere Magnus,North,5/29/2025,4,"LED lighting and digital dashboard give it a premium, modern look.",Design & Aesthetics
EV1302,Survey,EV Car,Tata Nexon EV,Central,6/1/2024,3,Price after subsidy is still higher than a comparable petrol scooter.,Price & Subsidy
EV1303,Customer Support,EV Scooter,TVS iQube,West,3/21/2024,5,Build quality feels premium and the ride is extremely comfortable. Compact size makes it easy to park and maneuver in city traffic.,"Performance & Ride Quality, Design & Aesthetics"
EV1304,Social Media,EV Car,Tesla Model 3,East,3/23/2024,3,"For daily commute the range is fine but long trips are stressful because of low range. Highway charging stops are rare, long distance travel is a nightmare.","Range Anxiety, Charging Infrastructure"
EV1305,Marketplace Review,EV Scooter,Ampere Magnus,North,1/10/2024,5,Worried about battery degradation and replacement cost after warranty ends.,Battery Life & Degradation
EV1306,Customer Support,EV Scooter,Bajaj Chetak,Central,4/7/2024,4,Advanced safety features like ABS and traction control give peace of mind.,Safety Features
EV1307,Marketplace Review,EV Car,MG ZS EV,East,2/17/2024,4,"Charging takes too long, almost 6 hours for a full charge at home.",Charging Infrastructure
EV1308,Customer Support,EV Car,MG ZS EV,North,7/31/2024,4,Zero tailpipe emissions is the main reason I chose an electric vehicle.,Environmental Impact
EV1309,Customer Support,EV Scooter,Ola S1,South,9/3/2024,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Loved the color options and the overall styling of the vehicle.","Environmental Impact, Design & Aesthetics"
EV1310,Social Media,EV Scooter,Hero Vida V1,North,5/27/2025,4,Acceleration is smooth and instant torque makes overtaking effortless.,Performance & Ride Quality
EV1311,Social Media,EV Car,Mahindra XUV400,North,12/14/2024,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",Environmental Impact
EV1312,Survey,EV Scooter,TVS iQube,East,4/6/2025,5,"Over the air software updates are a great feature, keeps improving over time.",Software & Connectivity
EV1313,Marketplace Review,EV Scooter,Ampere Magnus,West,7/9/2024,5,Contributing to a cleaner city is a big motivation behind going electric.,Environmental Impact
EV1314,Customer Support,EV Car,BYD Atto 3,South,3/16/2024,4,"Charging takes too long, almost 6 hours for a full charge at home.",Charging Infrastructure
EV1315,Social Media,EV Car,Mahindra XUV400,West,11/20/2024,4,Handling and stability at high speed feels very confident and safe. Finding a working charging station in my city is still very difficult.,"Performance & Ride Quality, Charging Infrastructure"
EV1316,Customer Support,EV Scooter,Bajaj Chetak,East,4/14/2024,3,Worried about battery degradation and replacement cost after warranty ends.,Battery Life & Degradation
EV1317,Marketplace Review,EV Car,Mahindra XUV400,Central,6/8/2025,3,The design looks futuristic and attracts a lot of attention on the road.,Design & Aesthetics
EV1318,Customer Support,EV Car,Tata Nexon EV,Central,4/5/2024,3,Contributing to a cleaner city is a big motivation behind going electric. Acceleration is smooth and instant torque makes overtaking effortless.,"Environmental Impact, Performance & Ride Quality"
EV1319,Marketplace Review,EV Scooter,Bajaj Chetak,North,9/5/2024,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Stability control on wet roads is impressive and inspires confidence.,"Environmental Impact, Safety Features"
EV1320,Social Media,EV Scooter,Ather 450X,East,11/4/2024,4,"Spare parts availability is a major issue, waited a month for a replacement part.",Service & After-Sales
EV1321,Social Media,EV Car,Tata Nexon EV,West,10/9/2024,4,"Storage space under the seat is very limited, not practical for daily use. Had a great experience with the service team, they explained everything clearly.","Design & Aesthetics, Service & After-Sales"
EV1322,Customer Support,EV Car,Hyundai Kona,South,5/22/2025,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",Environmental Impact
EV1323,Survey,EV Car,Mahindra XUV400,South,11/7/2024,5,For daily commute the range is fine but long trips are stressful because of low range.,Range Anxiety
EV1324,Marketplace Review,EV Scooter,Ampere Magnus,East,3/26/2025,5,"Noise levels are impressively low, riding experience is very smooth and quiet.",Performance & Ride Quality
EV1325,Customer Support,EV Car,Hyundai Kona,Central,7/24/2024,5,Touchscreen infotainment system lags and is not very intuitive to use.,Software & Connectivity
EV1326,Customer Support,EV Car,Mahindra XUV400,East,5/17/2025,4,Concerned about environmental impact of battery disposal and recycling. Insurance premium for EV is surprisingly high compared to petrol vehicles.,"Environmental Impact, Price & Subsidy"
EV1327,Customer Support,EV Scooter,Bajaj Chetak,North,7/23/2024,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",Environmental Impact
EV1328,Survey,EV Car,Tesla Model 3,West,8/2/2024,5,"Smart key and app based lock features work flawlessly, very convenient.",Software & Connectivity
EV1329,Survey,EV Scooter,Hero Vida V1,West,5/26/2025,4,"Battery health dropped to 85% within 18 months of daily use. After sales support has been excellent, quick response and doorstep service.","Battery Life & Degradation, Service & After-Sales"
EV1330,Marketplace Review,EV Car,Tesla Model 3,West,3/16/2024,5,Navigation system integrated with range prediction is genuinely useful.,Software & Connectivity
EV1331,Marketplace Review,EV Scooter,Ampere Magnus,Central,6/2/2025,4,Compact size makes it easy to park and maneuver in city traffic.,Design & Aesthetics
EV1332,Survey,EV Car,Hyundai Kona,North,9/11/2024,4,"Suspension is too stiff, ride quality is uncomfortable on bad roads.",Performance & Ride Quality
EV1333,Marketplace Review,EV Car,BYD Atto 3,East,3/16/2025,5,"Public chargers are often broken or occupied, need more charging stations urgently. Range anxiety is real, I plan every trip around charging stops now.","Charging Infrastructure, Range Anxiety"
EV1334,Social Media,EV Car,BYD Atto 3,West,1/18/2025,3,"LED lighting and digital dashboard give it a premium, modern look. Software glitches caused the dashboard to freeze twice in a month.","Design & Aesthetics, Software & Connectivity"
EV1335,Survey,EV Car,Hyundai Kona,West,4/17/2024,4,"Spare parts availability is a major issue, waited a month for a replacement part.",Service & After-Sales
EV1336,Social Media,EV Car,Tata Nexon EV,East,11/15/2024,4,Build quality feels premium and the ride is extremely comfortable.,Performance & Ride Quality
EV1337,Marketplace Review,EV Car,BYD Atto 3,East,5/2/2025,5,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,Charging Infrastructure
EV1338,Survey,EV Scooter,TVS iQube,East,2/15/2024,4,Finding a working charging station in my city is still very difficult.,Charging Infrastructure
EV1339,Survey,EV Scooter,Hero Vida V1,South,9/6/2024,5,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. Battery health dropped to 85% within 18 months of daily use.","Safety Features, Battery Life & Degradation"
EV1340,Marketplace Review,EV Scooter,Ampere Magnus,West,8/25/2024,5,Build materials feel sturdy but the design is a bit too plain compared to rivals.,Design & Aesthetics
EV1341,Marketplace Review,EV Car,MG ZS EV,West,1/30/2024,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Insurance premium for EV is surprisingly high compared to petrol vehicles. Bluetooth connectivity drops frequently while riding, very frustrating.","Environmental Impact, Price & Subsidy, Software & Connectivity"
EV1342,Social Media,EV Car,Tesla Model 3,South,10/12/2024,4,Home charging setup was expensive and took weeks to install. Concerned about environmental impact of battery disposal and recycling.,"Charging Infrastructure, Environmental Impact"
EV1343,Marketplace Review,EV Scooter,Ather 450X,North,9/25/2024,3,Software glitches caused the dashboard to freeze twice in a month. The vehicle has good crash test ratings which reassured my purchase decision.,"Software & Connectivity, Safety Features"
EV1344,Marketplace Review,EV Scooter,Ampere Magnus,Central,4/26/2024,4,Top speed is decent for city use but not enough for highway cruising.,Performance & Ride Quality
EV1345,Social Media,EV Scooter,Ampere Magnus,East,3/27/2024,4,"Battery health dropped to 85% within 18 months of daily use. Braking system feels sharp and responsive, regenerative braking works well. Public chargers are often broken or occupied, need more charging stations urgently.","Battery Life & Degradation, Performance & Ride Quality, Charging Infrastructure"
EV1346,Social Media,EV Car,Hyundai Kona,Central,2/1/2025,5,Compact size makes it easy to park and maneuver in city traffic.,Design & Aesthetics
EV1347,Marketplace Review,EV Car,BYD Atto 3,West,7/9/2024,4,Software glitches caused the dashboard to freeze twice in a month.,Software & Connectivity
EV1348,Social Media,EV Car,BYD Atto 3,West,10/22/2024,5,Battery health dropped to 85% within 18 months of daily use.,Battery Life & Degradation
EV1349,Survey,EV Scooter,Bajaj Chetak,East,1/10/2024,4,"Over the air software updates are a great feature, keeps improving over time.",Software & Connectivity
EV1350,Marketplace Review,EV Car,Mahindra XUV400,West,5/18/2025,5,Build materials feel sturdy but the design is a bit too plain compared to rivals.,Design & Aesthetics
EV1351,Social Media,EV Scooter,Bajaj Chetak,North,2/1/2024,2,"EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. There are very few authorized service centers, had to travel 20 km for repair. Range anxiety is real, I plan every trip around charging stops now.","Price & Subsidy, Service & After-Sales, Range Anxiety"
EV1352,Marketplace Review,EV Car,Mahindra XUV400,Central,6/7/2025,5,"Public chargers are often broken or occupied, need more charging stations urgently.",Charging Infrastructure
EV1353,Customer Support,EV Scooter,Ampere Magnus,Central,2/12/2024,4,Navigation system integrated with range prediction is genuinely useful.,Software & Connectivity
EV1354,Survey,EV Car,Mahindra XUV400,South,10/31/2024,4,Battery range degrades faster than expected after just one year of use.,Range Anxiety
EV1355,Survey,EV Scooter,TVS iQube,West,4/30/2024,4,Price after subsidy is still higher than a comparable petrol scooter.,Price & Subsidy
EV1356,Marketplace Review,EV Scooter,Hero Vida V1,South,5/22/2024,4,Price after subsidy is still higher than a comparable petrol scooter.,Price & Subsidy
EV1357,Customer Support,EV Car,BYD Atto 3,Central,10/14/2024,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",Environmental Impact
EV1358,Customer Support,EV Car,Hyundai Kona,East,9/30/2024,3,"Read reports about battery fires, safety is my biggest concern before buying. Highway charging stops are rare, long distance travel is a nightmare.","Safety Features, Charging Infrastructure"
EV1359,Social Media,EV Car,Hyundai Kona,South,9/12/2024,5,"No proper information on how battery degrades over time, company should be transparent. Noise levels are impressively low, riding experience is very smooth and quiet. For the price, I expected better build quality and more features.","Battery Life & Degradation, Performance & Ride Quality, Price & Subsidy"
EV1360,Customer Support,EV Car,BYD Atto 3,West,1/19/2025,3,"The companion app keeps crashing, needs urgent software updates.",Software & Connectivity
EV1361,Customer Support,EV Car,Mahindra XUV400,East,4/10/2025,4,"Smart key and app based lock features work flawlessly, very convenient. Handling and stability at high speed feels very confident and safe. Battery range degrades faster than expected after just one year of use.","Software & Connectivity, Performance & Ride Quality, Range Anxiety"
EV1362,Marketplace Review,EV Scooter,Ola S1,South,3/15/2025,4,"For the price, I expected better build quality and more features.",Price & Subsidy
EV1363,Customer Support,EV Scooter,TVS iQube,East,5/13/2024,4,Concerned about environmental impact of battery disposal and recycling. Software glitches caused the dashboard to freeze twice in a month.,"Environmental Impact, Software & Connectivity"
EV1364,Survey,EV Car,Tata Nexon EV,West,1/17/2024,4,Home charging setup was expensive and took weeks to install.,Charging Infrastructure
EV1365,Survey,EV Scooter,Bajaj Chetak,West,7/26/2024,4,"No proper information on how battery degrades over time, company should be transparent.",Battery Life & Degradation
EV1366,Customer Support,EV Scooter,Ather 450X,North,1/4/2025,5,Service center staff are not well trained to handle EV specific issues.,Service & After-Sales
EV1367,Social Media,EV Scooter,Hero Vida V1,North,2/9/2025,4,"Waiting time for service appointment is too long, more service centers needed.",Service & After-Sales
EV1368,Survey,EV Car,Mahindra XUV400,North,1/2/2024,5,"Running cost is much lower than petrol, saving a lot on fuel every month. Over the air software updates are a great feature, keeps improving over time.","Price & Subsidy, Software & Connectivity"
EV1369,Marketplace Review,EV Car,BYD Atto 3,North,1/9/2024,2,Handling and stability at high speed feels very confident and safe.,Performance & Ride Quality
EV1370,Social Media,EV Scooter,Hero Vida V1,West,3/13/2024,3,Insurance premium for EV is surprisingly high compared to petrol vehicles.,Price & Subsidy
EV1371,Survey,EV Car,Tesla Model 3,North,11/16/2024,4,"Braking system feels sharp and responsive, regenerative braking works well.",Performance & Ride Quality
EV1372,Social Media,EV Car,Mahindra XUV400,South,3/11/2024,3,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. I'm always worried about running out of charge before reaching my destination.","Safety Features, Range Anxiety"
EV1373,Social Media,EV Scooter,TVS iQube,South,2/25/2025,5,Contributing to a cleaner city is a big motivation behind going electric.,Environmental Impact
EV1374,Survey,EV Car,Tata Nexon EV,South,5/6/2024,4,"Concerned about environmental impact of battery disposal and recycling. Storage space under the seat is very limited, not practical for daily use.","Environmental Impact, Design & Aesthetics"
EV1375,Social Media,EV Scooter,Ather 450X,East,3/27/2024,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,Price & Subsidy
EV1376,Customer Support,EV Car,Tesla Model 3,South,6/14/2025,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Stability control on wet roads is impressive and inspires confidence.,"Environmental Impact, Safety Features"
EV1377,Survey,EV Scooter,TVS iQube,South,5/21/2025,4,The design looks futuristic and attracts a lot of attention on the road.,Design & Aesthetics
EV1378,Survey,EV Car,Mahindra XUV400,Central,1/13/2024,4,Top speed is decent for city use but not enough for highway cruising.,Performance & Ride Quality
EV1379,Marketplace Review,EV Car,Mahindra XUV400,East,6/25/2024,4,"Smart key and app based lock features work flawlessly, very convenient.",Software & Connectivity
EV1380,Survey,EV Car,Tata Nexon EV,North,9/25/2024,4,The upfront price is high but government subsidy makes it affordable. For daily commute the range is fine but long trips are stressful because of low range.,"Price & Subsidy, Range Anxiety"
EV1381,Marketplace Review,EV Scooter,Hero Vida V1,West,2/15/2025,4,Home charging setup was expensive and took weeks to install.,Charging Infrastructure
EV1382,Customer Support,EV Scooter,Ola S1,North,6/7/2025,3,"Resale value of electric vehicles is still uncertain, worried about depreciation. Battery replacement cost is almost half the price of the vehicle, very concerning.","Price & Subsidy, Battery Life & Degradation"
EV1383,Marketplace Review,EV Car,Hyundai Kona,South,2/29/2024,4,"Running cost is much lower than petrol, saving a lot on fuel every month.",Price & Subsidy
EV1384,Marketplace Review,EV Scooter,Ola S1,Central,2/26/2024,3,Service center staff are not well trained to handle EV specific issues. Worried about battery degradation and replacement cost after warranty ends.,"Service & After-Sales, Battery Life & Degradation"
EV1385,Survey,EV Car,Tesla Model 3,South,5/23/2025,4,"Braking system feels sharp and responsive, regenerative braking works well. Read reports about battery fires, safety is my biggest concern before buying.","Performance & Ride Quality, Safety Features"
EV1386,Customer Support,EV Scooter,Ather 450X,North,1/31/2024,3,"Noise levels are impressively low, riding experience is very smooth and quiet.",Performance & Ride Quality
EV1387,Survey,EV Scooter,Ampere Magnus,East,3/19/2024,5,Navigation system integrated with range prediction is genuinely useful. Concerned about environmental impact of battery disposal and recycling.,"Software & Connectivity, Environmental Impact"
EV1388,Social Media,EV Car,Mahindra XUV400,East,6/10/2024,3,"Customer support over phone is helpful and resolves issues quickly. Public chargers are often broken or occupied, need more charging stations urgently.","Service & After-Sales, Charging Infrastructure"
EV1389,Survey,EV Car,Tesla Model 3,North,1/13/2024,3,The upfront price is high but government subsidy makes it affordable.,Price & Subsidy
EV1390,Marketplace Review,EV Scooter,TVS iQube,South,7/2/2024,5,"For daily commute the range is fine but long trips are stressful because of low range. Read reports about battery fires, safety is my biggest concern before buying.","Range Anxiety, Safety Features"
EV1391,Marketplace Review,EV Scooter,Ather 450X,East,10/4/2024,3,"Love the app that shows nearby charging stations, very convenient feature.",Charging Infrastructure
EV1392,Survey,EV Car,BYD Atto 3,South,8/16/2024,3,"Emergency braking and collision alert systems work really well in traffic. Range drops badly in winter, I lost almost 30% range in cold weather.","Safety Features, Range Anxiety"
EV1393,Customer Support,EV Scooter,TVS iQube,East,3/29/2024,4,"The vehicle has good crash test ratings which reassured my purchase decision. Over the air software updates are a great feature, keeps improving over time. Range anxiety is real, I plan every trip around charging stops now.","Safety Features, Software & Connectivity, Range Anxiety"
EV1394,Social Media,EV Scooter,Hero Vida V1,West,1/12/2025,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Software glitches caused the dashboard to freeze twice in a month.,"Environmental Impact, Software & Connectivity"
EV1395,Survey,EV Car,MG ZS EV,West,1/25/2024,3,"Resale value of electric vehicles is still uncertain, worried about depreciation. Stability control on wet roads is impressive and inspires confidence.","Price & Subsidy, Safety Features"
EV1396,Survey,EV Car,Hyundai Kona,West,11/10/2024,5,Fast charging network needs serious expansion on highways.,Charging Infrastructure
EV1397,Marketplace Review,EV Car,Mahindra XUV400,North,5/25/2024,4,Service center staff are not well trained to handle EV specific issues.,Service & After-Sales
EV1398,Marketplace Review,EV Car,MG ZS EV,East,4/14/2025,3,"Public chargers are often broken or occupied, need more charging stations urgently.",Charging Infrastructure
EV1399,Marketplace Review,EV Car,Tesla Model 3,North,3/4/2024,4,Build materials feel sturdy but the design is a bit too plain compared to rivals.,Design & Aesthetics
EV1400,Customer Support,EV Car,MG ZS EV,East,11/18/2024,3,Build materials feel sturdy but the design is a bit too plain compared to rivals.,Design & Aesthetics
EV1401,Marketplace Review,EV Scooter,TVS iQube,East,8/27/2024,4,"Home charging setup was expensive and took weeks to install. Running cost is much lower than petrol, saving a lot on fuel every month.","Charging Infrastructure, Price & Subsidy"
EV1402,Social Media,EV Car,Tata Nexon EV,West,4/22/2025,4,Handling and stability at high speed feels very confident and safe. Compact size makes it easy to park and maneuver in city traffic.,"Performance & Ride Quality, Design & Aesthetics"
EV1403,Marketplace Review,EV Scooter,Ather 450X,East,4/19/2025,5,"Had a great experience with the service team, they explained everything clearly.",Service & After-Sales
EV1404,Social Media,EV Car,Tata Nexon EV,East,2/11/2024,4,"Resale value of electric vehicles is still uncertain, worried about depreciation.",Price & Subsidy
EV1405,Social Media,EV Car,Tata Nexon EV,East,2/9/2025,5,"Stability control on wet roads is impressive and inspires confidence. Range anxiety is real, I plan every trip around charging stops now.","Safety Features, Range Anxiety"
EV1406,Survey,EV Scooter,Ather 450X,West,4/8/2025,4,Stability control on wet roads is impressive and inspires confidence.,Safety Features
EV1407,Marketplace Review,EV Car,Tata Nexon EV,North,5/23/2024,4,Finding a working charging station in my city is still very difficult.,Charging Infrastructure
EV1408,Social Media,EV Car,MG ZS EV,South,2/14/2025,4,Handling and stability at high speed feels very confident and safe.,Performance & Ride Quality
EV1409,Survey,EV Scooter,Ola S1,North,7/21/2024,4,"The companion app keeps crashing, needs urgent software updates. The battery warranty of 100 years gives me confidence in long term reliability.","Software & Connectivity, Battery Life & Degradation"
EV1410,Survey,EV Car,Mahindra XUV400,South,3/19/2025,3,"Storage space under the seat is very limited, not practical for daily use.",Design & Aesthetics
EV1411,Marketplace Review,EV Car,Mahindra XUV400,South,12/28/2024,4,Total cost of ownership is great once you factor in low maintenance and fuel savings.,Price & Subsidy
EV1412,Marketplace Review,EV Scooter,TVS iQube,South,2/5/2024,5,"Concerned about environmental impact of battery disposal and recycling. For the price, I expected better build quality and more features.","Environmental Impact, Price & Subsidy"
EV1413,Marketplace Review,EV Scooter,Ampere Magnus,North,3/30/2024,2,"Spare parts availability is a major issue, waited a month for a replacement part.",Service & After-Sales
EV1414,Social Media,EV Car,Mahindra XUV400,Central,9/12/2024,4,"Emergency braking and collision alert systems work really well in traffic. AC usage kills the range, on hot days I barely get half the claimed distance.","Safety Features, Range Anxiety"
EV1415,Marketplace Review,EV Scooter,Ampere Magnus,East,5/29/2025,4,"Noise levels are impressively low, riding experience is very smooth and quiet.",Performance & Ride Quality
EV1416,Survey,EV Scooter,Ather 450X,East,8/12/2024,5,"Range anxiety is real, I plan every trip around charging stops now.",Range Anxiety
EV1417,Customer Support,EV Car,Mahindra XUV400,Central,8/26/2024,3,Worried about battery degradation and replacement cost after warranty ends.,Battery Life & Degradation
EV1418,Social Media,EV Car,Tesla Model 3,East,2/27/2024,3,Insurance premium for EV is surprisingly high compared to petrol vehicles.,Price & Subsidy
EV1419,Social Media,EV Scooter,Ather 450X,South,11/21/2024,4,Top speed is decent for city use but not enough for highway cruising. I'm always worried about running out of charge before reaching my destination.,"Performance & Ride Quality, Range Anxiety"
EV1420,Customer Support,EV Car,Mahindra XUV400,South,5/17/2025,4,"Range drops badly in winter, I lost almost 30% range in cold weather.",Range Anxiety
EV1421,Social Media,EV Car,MG ZS EV,North,6/23/2025,4,"The companion app keeps crashing, needs urgent software updates.",Software & Connectivity
EV1422,Social Media,EV Scooter,Ampere Magnus,South,12/14/2024,3,Worried about battery degradation and replacement cost after warranty ends. Acceleration is smooth and instant torque makes overtaking effortless.,"Battery Life & Degradation, Performance & Ride Quality"
EV1423,Social Media,EV Car,BYD Atto 3,North,6/22/2025,3,"Top speed is decent for city use but not enough for highway cruising. Highway charging stops are rare, long distance travel is a nightmare.","Performance & Ride Quality, Charging Infrastructure"
EV1424,Customer Support,EV Car,Hyundai Kona,East,5/19/2024,4,"No proper information on how battery degrades over time, company should be transparent. Storage space under the seat is very limited, not practical for daily use.","Battery Life & Degradation, Design & Aesthetics"
EV1425,Customer Support,EV Scooter,Ather 450X,South,6/28/2024,5,"Build materials feel sturdy but the design is a bit too plain compared to rivals. Waiting time for service appointment is too long, more service centers needed.","Design & Aesthetics, Service & After-Sales"
EV1426,Social Media,EV Scooter,Ather 450X,North,2/4/2025,3,Switching to EV feels good knowing I'm reducing my carbon footprint.,Environmental Impact
EV1427,Customer Support,EV Car,BYD Atto 3,Central,8/14/2024,4,Switching to EV feels good knowing I'm reducing my carbon footprint.,Environmental Impact
EV1428,Customer Support,EV Scooter,Ather 450X,North,8/31/2024,4,"Suspension is too stiff, ride quality is uncomfortable on bad roads. Switching to EV feels good knowing I'm reducing my carbon footprint.","Performance & Ride Quality, Environmental Impact"
EV1429,Survey,EV Scooter,Bajaj Chetak,East,8/2/2024,4,"Resale value of electric vehicles is still uncertain, worried about depreciation. Charging takes too long, almost 6 hours for a full charge at home.","Price & Subsidy, Charging Infrastructure"
EV1430,Survey,EV Car,Tesla Model 3,North,1/30/2025,4,"Over the air software updates are a great feature, keeps improving over time. Storage space under the seat is very limited, not practical for daily use.","Software & Connectivity, Design & Aesthetics"
EV1431,Customer Support,EV Scooter,Bajaj Chetak,Central,1/19/2025,5,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,Charging Infrastructure
EV1432,Marketplace Review,EV Car,MG ZS EV,North,2/4/2024,4,Service center staff are not well trained to handle EV specific issues.,Service & After-Sales
EV1433,Survey,EV Scooter,TVS iQube,North,12/16/2024,4,"Battery replacement cost is almost half the price of the vehicle, very concerning.",Battery Life & Degradation
EV1434,Survey,EV Car,Tesla Model 3,Central,4/5/2024,4,"Acceleration is smooth and instant torque makes overtaking effortless. Bluetooth connectivity drops frequently while riding, very frustrating.","Performance & Ride Quality, Software & Connectivity"
EV1435,Marketplace Review,EV Car,BYD Atto 3,South,2/24/2024,3,"Fast charging network needs serious expansion on highways. Noise levels are impressively low, riding experience is very smooth and quiet. EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.","Charging Infrastructure, Performance & Ride Quality, Price & Subsidy"
EV1436,Social Media,EV Scooter,TVS iQube,North,2/20/2024,5,"Interior quality feels cheap for the price point, needs improvement. Advanced safety features like ABS and traction control give peace of mind. Touchscreen infotainment system lags and is not very intuitive to use.","Design & Aesthetics, Safety Features, Software & Connectivity"
EV1437,Survey,EV Car,Mahindra XUV400,East,5/6/2025,4,The upfront price is high but government subsidy makes it affordable. Fast charging network needs serious expansion on highways.,"Price & Subsidy, Charging Infrastructure"
EV1438,Customer Support,EV Car,Tesla Model 3,North,4/29/2025,3,"Charging takes too long, almost 6 hours for a full charge at home.",Charging Infrastructure
EV1439,Marketplace Review,EV Scooter,Bajaj Chetak,East,4/3/2024,5,Emergency braking and collision alert systems work really well in traffic.,Safety Features
EV1440,Marketplace Review,EV Car,Hyundai Kona,East,7/10/2024,3,"The companion app keeps crashing, needs urgent software updates.",Software & Connectivity
EV1441,Marketplace Review,EV Scooter,Bajaj Chetak,East,8/19/2024,5,"There are very few authorized service centers, had to travel 8 km for repair. Range drops badly in winter, I lost almost 30% range in cold weather.","Service & After-Sales, Range Anxiety"
EV1442,Customer Support,EV Car,Tesla Model 3,Central,2/27/2025,4,Zero tailpipe emissions is the main reason I chose an electric vehicle.,Environmental Impact
EV1443,Marketplace Review,EV Car,Mahindra XUV400,Central,5/1/2025,2,Contributing to a cleaner city is a big motivation behind going electric. EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,"Environmental Impact, Price & Subsidy"
EV1444,Survey,EV Car,Mahindra XUV400,Central,6/13/2025,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",Environmental Impact
EV1445,Marketplace Review,EV Car,Tata Nexon EV,South,6/20/2024,4,Total cost of ownership is great once you factor in low maintenance and fuel savings. Switching to EV feels good knowing I'm reducing my carbon footprint.,"Price & Subsidy, Environmental Impact"
EV1446,Marketplace Review,EV Scooter,Ola S1,South,5/31/2024,5,Concerned about environmental impact of battery disposal and recycling.,Environmental Impact
EV1447,Survey,EV Scooter,Hero Vida V1,North,2/1/2025,4,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. Loved the color options and the overall styling of the vehicle.","Safety Features, Design & Aesthetics"
EV1448,Marketplace Review,EV Scooter,Ampere Magnus,North,6/19/2025,5,"Interior quality feels cheap for the price point, needs improvement. Home charging setup was expensive and took weeks to install. Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.","Design & Aesthetics, Charging Infrastructure, Environmental Impact"
EV1449,Survey,EV Car,Tata Nexon EV,East,12/18/2024,4,Loved the color options and the overall styling of the vehicle.,Design & Aesthetics
EV1450,Marketplace Review,EV Scooter,Hero Vida V1,Central,4/29/2025,4,I'm always worried about running out of charge before reaching my destination.,Range Anxiety
EV1451,Social Media,EV Scooter,Bajaj Chetak,Central,2/15/2025,4,"Claimed range of 80 km is misleading, actual range is way less in city traffic. Build materials feel sturdy but the design is a bit too plain compared to rivals. Build quality feels premium and the ride is extremely comfortable.","Range Anxiety, Design & Aesthetics, Performance & Ride Quality"
EV1452,Survey,EV Scooter,TVS iQube,East,11/6/2024,3,"Had a great experience with the service team, they explained everything clearly. Contributing to a cleaner city is a big motivation behind going electric.","Service & After-Sales, Environmental Impact"
EV1453,Social Media,EV Car,MG ZS EV,East,3/29/2025,3,"Noise levels are impressively low, riding experience is very smooth and quiet. Customer support over phone is helpful and resolves issues quickly.","Performance & Ride Quality, Service & After-Sales"
EV1454,Marketplace Review,EV Car,MG ZS EV,South,2/20/2025,4,"Smart key and app based lock features work flawlessly, very convenient.",Software & Connectivity
EV1455,Social Media,EV Scooter,Ola S1,North,11/14/2024,4,Emergency braking and collision alert systems work really well in traffic.,Safety Features
EV1456,Survey,EV Car,BYD Atto 3,South,7/16/2024,3,The upfront price is high but government subsidy makes it affordable.,Price & Subsidy
EV1457,Marketplace Review,EV Car,Tata Nexon EV,North,1/4/2025,3,"Resale value of electric vehicles is still uncertain, worried about depreciation. Had a great experience with the service team, they explained everything clearly.","Price & Subsidy, Service & After-Sales"
EV1458,Marketplace Review,EV Scooter,Ampere Magnus,North,2/1/2024,3,"Resale value of electric vehicles is still uncertain, worried about depreciation.",Price & Subsidy
EV1459,Marketplace Review,EV Scooter,Ampere Magnus,South,4/30/2025,4,Concerned about environmental impact of battery disposal and recycling. The vehicle has good crash test ratings which reassured my purchase decision.,"Environmental Impact, Safety Features"
EV1460,Survey,EV Car,Hyundai Kona,East,1/29/2024,5,"LED lighting and digital dashboard give it a premium, modern look. Claimed range of 150 km is misleading, actual range is way less in city traffic. No proper information on how battery degrades over time, company should be transparent.","Design & Aesthetics, Range Anxiety, Battery Life & Degradation"
