review_id,product_type,brand,rating,feedback_text,bert_topic,bert_topic_label,bert_topic_confidence
EV1210,EV Scooter,TVS iQube,2,"Spare parts availability is a major issue, waited a month for a replacement part. Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",6,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes",1.0
EV1211,EV Scooter,Ather 450X,4,"For daily commute the range is fine but long trips are stressful because of low range. Braking system feels sharp and responsive, regenerative braking works well.",1,"Topic 1: range, transparent, proper, time company, proper information, battery degrades",1.0
EV1212,EV Car,Tata Nexon EV,5,Battery health dropped to 85% within 18 months of daily use. Battery range degrades faster than expected after just one year of use.,13,"Topic 13: 18, 18 months, 85, 85 18, health dropped, months daily",1.0
EV1213,EV Car,MG ZS EV,5,"Noise levels are impressively low, riding experience is very smooth and quiet.",3,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet",0.19950454356832648
EV1214,EV Car,BYD Atto 3,4,"Suspension is too stiff, ride quality is uncomfortable on bad roads. Navigation system integrated with range prediction is genuinely useful. Love the app that shows nearby charging stations, very convenient feature.",8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",0.01162783551467519
EV1215,EV Scooter,TVS iQube,4,Battery range degrades faster than expected after just one year of use. Battery performance is stable even after two years of heavy usage.,9,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic",1.0
EV1216,EV Scooter,Ampere Magnus,4,"Software glitches caused the dashboard to freeze twice in a month. For the price, I expected better build quality and more features. There are very few authorized service centers, had to travel 100 km for repair.",20,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused",1.0
EV1217,EV Car,Tata Nexon EV,4,"Love the app that shows nearby charging stations, very convenient feature.",8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",0.011122077638324925
EV1218,EV Scooter,Hero Vida V1,4,"Had a great experience with the service team, they explained everything clearly. The battery warranty of 20 years gives me confidence in long term reliability. Read reports about battery fires, safety is my biggest concern before buying.",4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",1.0
EV1219,EV Car,MG ZS EV,4,"AC usage kills the range, on hot days I barely get half the claimed distance.",4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",1.0
EV1220,EV Scooter,Bajaj Chetak,4,"Charging takes too long, almost 6 hours for a full charge at home.",11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",0.010392820504850457
EV1221,EV Scooter,Hero Vida V1,4,"Interior quality feels cheap for the price point, needs improvement. Love the app that shows nearby charging stations, very convenient feature.",18,"Topic 18: infotainment, infotainment lags, touchscreen, touchscreen infotainment, lags intuitive, lags",1.0
EV1222,EV Car,Mahindra XUV400,5,"No proper information on how battery degrades over time, company should be transparent. Heard about a thermal runaway incident, this has shaken my trust in EV safety.",1,"Topic 1: range, transparent, proper, time company, proper information, battery degrades",0.2067901673420192
EV1223,EV Car,MG ZS EV,4,"Charging takes too long, almost 6 hours for a full charge at home. Read reports about battery fires, safety is my biggest concern before buying. Battery health dropped to 85% within 18 months of daily use.",13,"Topic 13: 18, 18 months, 85, 85 18, health dropped, months daily",0.010457452465234643
EV1224,EV Scooter,Hero Vida V1,4,"After sales support has been excellent, quick response and doorstep service. Fast charging network needs serious expansion on highways.",21,"Topic 21: cost warranty, battery degradation, warranty ends, ends, degradation replacement, worried battery",1.0
EV1225,EV Scooter,Ather 450X,3,Stability control on wet roads is impressive and inspires confidence.,3,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet",1.0
EV1226,EV Car,BYD Atto 3,3,"Switching to EV feels good knowing I'm reducing my carbon footprint. The real world range is much lower than advertised, I only get 3 km on a full charge. Heard about a thermal runaway incident, this has shaken my trust in EV safety.",7,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing",1.0
EV1227,EV Scooter,Hero Vida V1,5,"Contributing to a cleaner city is a big motivation behind going electric. Range anxiety is real, I plan every trip around charging stops now.",4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",0.19994788209932124
EV1228,EV Scooter,Bajaj Chetak,3,Software glitches caused the dashboard to freeze twice in a month. Finding a working charging station in my city is still very difficult.,20,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused",1.0
EV1229,EV Car,Mahindra XUV400,4,Total cost of ownership is great once you factor in low maintenance and fuel savings. Top speed is decent for city use but not enough for highway cruising.,3,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet",1.0
EV1230,EV Scooter,Hero Vida V1,4,Handling and stability at high speed feels very confident and safe.,2,"Topic 2: makes, high, size makes, park, easy, maneuver",1.0
EV1231,EV Scooter,Ather 450X,5,"Over the air software updates are a great feature, keeps improving over time. Running cost is much lower than petrol, saving a lot on fuel every month.",5,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time",1.0
EV1232,EV Car,Hyundai Kona,4,"Resale value of electric vehicles is still uncertain, worried about depreciation. Battery performance is stable even after two years of heavy usage.",5,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time",0.04542840113862596
EV1233,EV Scooter,Ather 450X,4,"Bluetooth connectivity drops frequently while riding, very frustrating.",11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",1.0
EV1234,EV Scooter,Bajaj Chetak,5,Emergency braking and collision alert systems work really well in traffic.,0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",0.015237344448042082
EV1235,EV Car,MG ZS EV,4,"Spare parts availability is a major issue, waited a month for a replacement part.",0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",0.1919694876878408
EV1236,EV Scooter,TVS iQube,3,The battery warranty of 5 years gives me confidence in long term reliability.,4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",1.0
EV1237,EV Scooter,Bajaj Chetak,5,"Claimed range of 250 km is misleading, actual range is way less in city traffic.",1,"Topic 1: range, transparent, proper, time company, proper information, battery degrades",1.0
EV1238,EV Scooter,Ola S1,3,"Read reports about battery fires, safety is my biggest concern before buying. Service center staff are not well trained to handle EV specific issues. Highway charging stops are rare, long distance travel is a nightmare.",7,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing",1.0
EV1239,EV Scooter,TVS iQube,3,"Contributing to a cleaner city is a big motivation behind going electric. Heard about a thermal runaway incident, this has shaken my trust in EV safety.",4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",0.2088444528559834
EV1240,EV Car,Tata Nexon EV,5,Navigation system integrated with range prediction is genuinely useful.,8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",0.029209676219641892
EV1241,EV Scooter,Ather 450X,4,Battery performance is stable even after two years of heavy usage. Loved the color options and the overall styling of the vehicle. Customer support over phone is helpful and resolves issues quickly.,0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",0.08826310176392975
EV1242,EV Scooter,Hero Vida V1,4,Top speed is decent for city use but not enough for highway cruising.,15,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got",0.000955566541818251
EV1243,EV Car,Mahindra XUV400,5,"Waiting time for service appointment is too long, more service centers needed.",14,"Topic 14: service, bit plain, design bit, compared rivals, bit, materials feel",1.0
EV1244,EV Car,Tesla Model 3,4,Battery performance is stable even after two years of heavy usage.,9,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic",0.08811551451976297
EV1245,EV Scooter,Ather 450X,4,The upfront price is high but government subsidy makes it affordable.,2,"Topic 2: makes, high, size makes, park, easy, maneuver",0.001667568270320812
EV1246,EV Scooter,TVS iQube,4,"For the price, I expected better build quality and more features. LED lighting and digital dashboard give it a premium, modern look.",9,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic",0.04838720494801171
EV1247,EV Car,Tesla Model 3,4,The vehicle has good crash test ratings which reassured my purchase decision.,8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",1.0
EV1248,EV Scooter,Ampere Magnus,4,Navigation system integrated with range prediction is genuinely useful.,8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",0.02925440839913832
EV1249,EV Scooter,Ampere Magnus,4,Price after subsidy is still higher than a comparable petrol scooter.,6,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes",0.0058095010214373796
EV1250,EV Scooter,Ampere Magnus,5,"Waiting time for service appointment is too long, more service centers needed. For the price, I expected better build quality and more features.",14,"Topic 14: service, bit plain, design bit, compared rivals, bit, materials feel",1.0
EV1251,EV Scooter,Bajaj Chetak,4,Service center staff are not well trained to handle EV specific issues.,7,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing",1.0
EV1252,EV Scooter,Bajaj Chetak,4,"Range anxiety is real, I plan every trip around charging stops now.",15,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got",0.0006139858013036679
EV1253,EV Car,Hyundai Kona,4,Price after subsidy is still higher than a comparable petrol scooter.,6,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes",0.005798148275886412
EV1254,EV Scooter,Ampere Magnus,3,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",6,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes",1.0
EV1255,EV Car,MG ZS EV,4,The upfront price is high but government subsidy makes it affordable.,2,"Topic 2: makes, high, size makes, park, easy, maneuver",0.0016670923898065271
EV1256,EV Car,Mahindra XUV400,4,Worried about battery degradation and replacement cost after warranty ends.,21,"Topic 21: cost warranty, battery degradation, warranty ends, ends, degradation replacement, worried battery",1.0
EV1257,EV Car,Mahindra XUV400,4,"After sales support has been excellent, quick response and doorstep service. Acceleration is smooth and instant torque makes overtaking effortless.",21,"Topic 21: cost warranty, battery degradation, warranty ends, ends, degradation replacement, worried battery",1.0
EV1258,EV Car,Tesla Model 3,5,Battery health dropped to 85% within 18 months of daily use. The design looks futuristic and attracts a lot of attention on the road.,13,"Topic 13: 18, 18 months, 85, 85 18, health dropped, months daily",1.0
EV1259,EV Scooter,Bajaj Chetak,3,"Range drops badly in winter, I lost almost 30% range in cold weather. After sales support has been excellent, quick response and doorstep service.",23,"Topic 23: 30 range, badly, badly winter, cold weather, drops badly, cold",1.0
EV1260,EV Scooter,Bajaj Chetak,4,Touchscreen infotainment system lags and is not very intuitive to use.,18,"Topic 18: infotainment, infotainment lags, touchscreen, touchscreen infotainment, lags intuitive, lags",1.0
EV1261,EV Car,Tata Nexon EV,3,"Waiting time for service appointment is too long, more service centers needed.",14,"Topic 14: service, bit plain, design bit, compared rivals, bit, materials feel",1.0
EV1262,EV Car,Tata Nexon EV,3,"Battery replacement cost is almost half the price of the vehicle, very concerning. Compact size makes it easy to park and maneuver in city traffic.",10,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning",1.0
EV1263,EV Scooter,Ola S1,3,"The battery warranty of 150 years gives me confidence in long term reliability. The companion app keeps crashing, needs urgent software updates.",17,"Topic 17: app keeps, crashing, crashing needs, companion app, companion, urgent software",1.0
EV1264,EV Scooter,Bajaj Chetak,5,"Braking system feels sharp and responsive, regenerative braking works well.",24,"Topic 24: braking, braking feels, braking works, responsive, regenerative braking, responsive regenerative",1.0
EV1265,EV Car,Hyundai Kona,4,"Charging takes too long, almost 6 hours for a full charge at home. Over the air software updates are a great feature, keeps improving over time.",5,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time",0.010393783707367089
EV1266,EV Scooter,Hero Vida V1,4,The motor is powerful and pickup is much better than petrol variants.,9,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic",1.0
EV1267,EV Car,MG ZS EV,4,Concerned about environmental impact of battery disposal and recycling.,12,"Topic 12: battery disposal, environmental, disposal, disposal recycling, concerned, concerned environmental",1.0
EV1268,EV Scooter,Hero Vida V1,3,"Running cost is much lower than petrol, saving a lot on fuel every month.",9,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic",0.00974830058386112
EV1269,EV Scooter,Ampere Magnus,4,"Claimed range of 30 km is misleading, actual range is way less in city traffic.",1,"Topic 1: range, transparent, proper, time company, proper information, battery degrades",1.0
EV1270,EV Car,MG ZS EV,3,Fast charging network needs serious expansion on highways.,2,"Topic 2: makes, high, size makes, park, easy, maneuver",1.0
EV1271,EV Scooter,Ola S1,4,Battery performance is stable even after two years of heavy usage.,9,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic",0.08858197081714274
EV1272,EV Scooter,Bajaj Chetak,4,"Waiting time for service appointment is too long, more service centers needed.",14,"Topic 14: service, bit plain, design bit, compared rivals, bit, materials feel",1.0
EV1273,EV Car,Mahindra XUV400,4,"Switching to EV feels good knowing I'm reducing my carbon footprint. Highway charging stops are rare, long distance travel is a nightmare.",7,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing",1.0
EV1274,EV Scooter,Hero Vida V1,3,Finding a working charging station in my city is still very difficult. Touchscreen infotainment system lags and is not very intuitive to use.,0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",1.0
EV1275,EV Scooter,Ather 450X,4,"Storage space under the seat is very limited, not practical for daily use.",5,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time",1.0
EV1276,EV Scooter,Bajaj Chetak,3,"Suspension is too stiff, ride quality is uncomfortable on bad roads. Highway charging stops are rare, long distance travel is a nightmare.",8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",0.17380823523026726
EV1277,EV Car,Tesla Model 3,4,"Spare parts availability is a major issue, waited a month for a replacement part.",0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",0.192144129863542
EV1278,EV Scooter,Ampere Magnus,5,Touchscreen infotainment system lags and is not very intuitive to use.,18,"Topic 18: infotainment, infotainment lags, touchscreen, touchscreen infotainment, lags intuitive, lags",1.0
EV1279,EV Car,Hyundai Kona,3,"Interior quality feels cheap for the price point, needs improvement. Claimed range of 100 km is misleading, actual range is way less in city traffic.",1,"Topic 1: range, transparent, proper, time company, proper information, battery degrades",1.0
EV1280,EV Car,BYD Atto 3,4,The upfront price is high but government subsidy makes it affordable.,2,"Topic 2: makes, high, size makes, park, easy, maneuver",0.0016605287895115864
EV1281,EV Scooter,Bajaj Chetak,4,I'm always worried about running out of charge before reaching my destination.,15,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got",0.041398202726387154
EV1282,EV Scooter,Ather 450X,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,15,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got",1.0
EV1283,EV Car,Tesla Model 3,3,Service center staff are not well trained to handle EV specific issues.,7,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing",1.0
EV1284,EV Car,Tesla Model 3,4,"AC usage kills the range, on hot days I barely get half the claimed distance.",4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",1.0
EV1285,EV Scooter,Ampere Magnus,4,"Battery replacement cost is almost half the price of the vehicle, very concerning. There are very few authorized service centers, had to travel 8 km for repair.",10,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning",1.0
EV1286,EV Scooter,Ather 450X,2,"The companion app keeps crashing, needs urgent software updates.",17,"Topic 17: app keeps, crashing, crashing needs, companion app, companion, urgent software",1.0
EV1287,EV Scooter,Bajaj Chetak,4,"Waiting time for service appointment is too long, more service centers needed. Running cost is much lower than petrol, saving a lot on fuel every month. Build quality feels premium and the ride is extremely comfortable.",14,"Topic 14: service, bit plain, design bit, compared rivals, bit, materials feel",0.009766638072675696
EV1288,EV Scooter,Ola S1,4,Build materials feel sturdy but the design is a bit too plain compared to rivals.,14,"Topic 14: service, bit plain, design bit, compared rivals, bit, materials feel",1.0
EV1289,EV Car,Tata Nexon EV,3,"Smart key and app based lock features work flawlessly, very convenient. Resale value of electric vehicles is still uncertain, worried about depreciation.",22,"Topic 22: app based, based, based lock, features work, flawlessly, flawlessly convenient",1.0
EV1290,EV Scooter,Ola S1,3,Software glitches caused the dashboard to freeze twice in a month. Price after subsidy is still higher than a comparable petrol scooter.,20,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused",1.0
EV1291,EV Scooter,Ather 450X,4,Software glitches caused the dashboard to freeze twice in a month. The vehicle has good crash test ratings which reassured my purchase decision.,20,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused",1.0
EV1292,EV Scooter,TVS iQube,5,"Smart key and app based lock features work flawlessly, very convenient. Love the app that shows nearby charging stations, very convenient feature. Zero tailpipe emissions is the main reason I chose an electric vehicle.",22,"Topic 22: app based, based, based lock, features work, flawlessly, flawlessly convenient",1.0
EV1293,EV Scooter,TVS iQube,5,Worried about battery degradation and replacement cost after warranty ends.,21,"Topic 21: cost warranty, battery degradation, warranty ends, ends, degradation replacement, worried battery",1.0
EV1294,EV Scooter,Ampere Magnus,4,"Price after subsidy is still higher than a comparable petrol scooter. Noise levels are impressively low, riding experience is very smooth and quiet.",6,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes",0.005758225826409387
EV1295,EV Car,Mahindra XUV400,3,"Bluetooth connectivity drops frequently while riding, very frustrating.",11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",1.0
EV1296,EV Car,Tesla Model 3,4,Emergency braking and collision alert systems work really well in traffic.,0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",0.015222907482147517
EV1297,EV Car,BYD Atto 3,4,Finding a working charging station in my city is still very difficult. For daily commute the range is fine but long trips are stressful because of low range.,0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",1.0
EV1298,EV Car,Tesla Model 3,4,"Claimed range of 20 km is misleading, actual range is way less in city traffic.",1,"Topic 1: range, transparent, proper, time company, proper information, battery degrades",1.0
EV1299,EV Scooter,TVS iQube,4,"The companion app keeps crashing, needs urgent software updates.",17,"Topic 17: app keeps, crashing, crashing needs, companion app, companion, urgent software",1.0
EV1300,EV Car,BYD Atto 3,4,Stability control on wet roads is impressive and inspires confidence.,3,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet",1.0
EV1301,EV Scooter,Ampere Magnus,4,"LED lighting and digital dashboard give it a premium, modern look.",20,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused",0.04835052726534529
EV1302,EV Car,Tata Nexon EV,3,Price after subsidy is still higher than a comparable petrol scooter.,6,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes",0.005769172950522435
EV1303,EV Scooter,TVS iQube,5,Build quality feels premium and the ride is extremely comfortable. Compact size makes it easy to park and maneuver in city traffic.,2,"Topic 2: makes, high, size makes, park, easy, maneuver",0.010276885894158864
EV1304,EV Car,Tesla Model 3,3,"For daily commute the range is fine but long trips are stressful because of low range. Highway charging stops are rare, long distance travel is a nightmare.",1,"Topic 1: range, transparent, proper, time company, proper information, battery degrades",1.0
EV1305,EV Scooter,Ampere Magnus,5,Worried about battery degradation and replacement cost after warranty ends.,21,"Topic 21: cost warranty, battery degradation, warranty ends, ends, degradation replacement, worried battery",1.0
EV1306,EV Scooter,Bajaj Chetak,4,Advanced safety features like ABS and traction control give peace of mind.,10,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning",0.0014966565085832901
EV1307,EV Car,MG ZS EV,4,"Charging takes too long, almost 6 hours for a full charge at home.",11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",0.010409254973110398
EV1308,EV Car,MG ZS EV,4,Zero tailpipe emissions is the main reason I chose an electric vehicle.,19,"Topic 19: chose, chose electric, emissions, emissions main, reason, reason chose",1.0
EV1309,EV Scooter,Ola S1,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Loved the color options and the overall styling of the vehicle.",6,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes",1.0
EV1310,EV Scooter,Hero Vida V1,4,Acceleration is smooth and instant torque makes overtaking effortless.,23,"Topic 23: 30 range, badly, badly winter, cold weather, drops badly, cold",1.0
EV1311,EV Car,Mahindra XUV400,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",6,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes",1.0
EV1312,EV Scooter,TVS iQube,5,"Over the air software updates are a great feature, keeps improving over time.",5,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time",1.0
EV1313,EV Scooter,Ampere Magnus,5,Contributing to a cleaner city is a big motivation behind going electric.,4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",0.20078968953621598
EV1314,EV Car,BYD Atto 3,4,"Charging takes too long, almost 6 hours for a full charge at home.",11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",0.010380736305860304
EV1315,EV Car,Mahindra XUV400,4,Handling and stability at high speed feels very confident and safe. Finding a working charging station in my city is still very difficult.,2,"Topic 2: makes, high, size makes, park, easy, maneuver",1.0
EV1316,EV Scooter,Bajaj Chetak,3,Worried about battery degradation and replacement cost after warranty ends.,21,"Topic 21: cost warranty, battery degradation, warranty ends, ends, degradation replacement, worried battery",1.0
EV1317,EV Car,Mahindra XUV400,3,The design looks futuristic and attracts a lot of attention on the road.,9,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic",1.0
EV1318,EV Car,Tata Nexon EV,3,Contributing to a cleaner city is a big motivation behind going electric. Acceleration is smooth and instant torque makes overtaking effortless.,4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",0.2010045180803246
EV1319,EV Scooter,Bajaj Chetak,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Stability control on wet roads is impressive and inspires confidence.,19,"Topic 19: chose, chose electric, emissions, emissions main, reason, reason chose",1.0
EV1320,EV Scooter,Ather 450X,4,"Spare parts availability is a major issue, waited a month for a replacement part.",0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",0.19198127403107482
EV1321,EV Car,Tata Nexon EV,4,"Storage space under the seat is very limited, not practical for daily use. Had a great experience with the service team, they explained everything clearly.",5,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time",1.0
EV1322,EV Car,Hyundai Kona,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",6,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes",1.0
EV1323,EV Car,Mahindra XUV400,5,For daily commute the range is fine but long trips are stressful because of low range.,1,"Topic 1: range, transparent, proper, time company, proper information, battery degrades",1.0
EV1324,EV Scooter,Ampere Magnus,5,"Noise levels are impressively low, riding experience is very smooth and quiet.",3,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet",0.1986560393049673
EV1325,EV Car,Hyundai Kona,5,Touchscreen infotainment system lags and is not very intuitive to use.,18,"Topic 18: infotainment, infotainment lags, touchscreen, touchscreen infotainment, lags intuitive, lags",1.0
EV1326,EV Car,Mahindra XUV400,4,Concerned about environmental impact of battery disposal and recycling. Insurance premium for EV is surprisingly high compared to petrol vehicles.,16,"Topic 16: tier, surprisingly, surprisingly high, compared petrol, insurance premium, insurance",1.0
EV1327,EV Scooter,Bajaj Chetak,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",6,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes",1.0
EV1328,EV Car,Tesla Model 3,5,"Smart key and app based lock features work flawlessly, very convenient.",22,"Topic 22: app based, based, based lock, features work, flawlessly, flawlessly convenient",1.0
EV1329,EV Scooter,Hero Vida V1,4,"Battery health dropped to 85% within 18 months of daily use. After sales support has been excellent, quick response and doorstep service.",13,"Topic 13: 18, 18 months, 85, 85 18, health dropped, months daily",1.0
EV1330,EV Car,Tesla Model 3,5,Navigation system integrated with range prediction is genuinely useful.,8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",0.02920969191678977
EV1331,EV Scooter,Ampere Magnus,4,Compact size makes it easy to park and maneuver in city traffic.,2,"Topic 2: makes, high, size makes, park, easy, maneuver",0.09144412424556084
EV1332,EV Car,Hyundai Kona,4,"Suspension is too stiff, ride quality is uncomfortable on bad roads.",8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",0.1766430214622755
EV1333,EV Car,BYD Atto 3,5,"Public chargers are often broken or occupied, need more charging stations urgently. Range anxiety is real, I plan every trip around charging stops now.",0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",0.00855672994447606
EV1334,EV Car,BYD Atto 3,3,"LED lighting and digital dashboard give it a premium, modern look. Software glitches caused the dashboard to freeze twice in a month.",20,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused",1.0
EV1335,EV Car,Hyundai Kona,4,"Spare parts availability is a major issue, waited a month for a replacement part.",0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",0.19193882918921834
EV1336,EV Car,Tata Nexon EV,4,Build quality feels premium and the ride is extremely comfortable.,18,"Topic 18: infotainment, infotainment lags, touchscreen, touchscreen infotainment, lags intuitive, lags",0.010276660620748307
EV1337,EV Car,BYD Atto 3,5,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,16,"Topic 16: tier, surprisingly, surprisingly high, compared petrol, insurance premium, insurance",1.0
EV1338,EV Scooter,TVS iQube,4,Finding a working charging station in my city is still very difficult.,0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",1.0
EV1339,EV Scooter,Hero Vida V1,5,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. Battery health dropped to 85% within 18 months of daily use.",13,"Topic 13: 18, 18 months, 85, 85 18, health dropped, months daily",0.0017455685935485819
EV1340,EV Scooter,Ampere Magnus,5,Build materials feel sturdy but the design is a bit too plain compared to rivals.,14,"Topic 14: service, bit plain, design bit, compared rivals, bit, materials feel",1.0
EV1341,EV Car,MG ZS EV,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Insurance premium for EV is surprisingly high compared to petrol vehicles. Bluetooth connectivity drops frequently while riding, very frustrating.",11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",1.0
EV1342,EV Car,Tesla Model 3,4,Home charging setup was expensive and took weeks to install. Concerned about environmental impact of battery disposal and recycling.,11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",1.0
EV1343,EV Scooter,Ather 450X,3,Software glitches caused the dashboard to freeze twice in a month. The vehicle has good crash test ratings which reassured my purchase decision.,20,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused",1.0
EV1344,EV Scooter,Ampere Magnus,4,Top speed is decent for city use but not enough for highway cruising.,15,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got",0.0009559006370209119
EV1345,EV Scooter,Ampere Magnus,4,"Battery health dropped to 85% within 18 months of daily use. Braking system feels sharp and responsive, regenerative braking works well. Public chargers are often broken or occupied, need more charging stations urgently.",13,"Topic 13: 18, 18 months, 85, 85 18, health dropped, months daily",0.6569065679319472
EV1346,EV Car,Hyundai Kona,5,Compact size makes it easy to park and maneuver in city traffic.,2,"Topic 2: makes, high, size makes, park, easy, maneuver",0.09118277374865702
EV1347,EV Car,BYD Atto 3,4,Software glitches caused the dashboard to freeze twice in a month.,20,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused",1.0
EV1348,EV Car,BYD Atto 3,5,Battery health dropped to 85% within 18 months of daily use.,13,"Topic 13: 18, 18 months, 85, 85 18, health dropped, months daily",1.0
EV1349,EV Scooter,Bajaj Chetak,4,"Over the air software updates are a great feature, keeps improving over time.",5,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time",1.0
EV1350,EV Car,Mahindra XUV400,5,Build materials feel sturdy but the design is a bit too plain compared to rivals.,14,"Topic 14: service, bit plain, design bit, compared rivals, bit, materials feel",1.0
