review_id,product_type,brand,rating,feedback_text,nmf_topic,nmf_topic_label,nmf_topic_confidence
EV1227,EV Scooter,Hero Vida V1,5,"Contributing to a cleaner city is a big motivation behind going electric. Range anxiety is real, I plan every trip around charging stops now.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.02076080052658603
EV1228,EV Scooter,Bajaj Chetak,3,Software glitches caused the dashboard to freeze twice in a month. Finding a working charging station in my city is still very difficult.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.3470042319501588
EV1229,EV Car,Mahindra XUV400,4,Total cost of ownership is great once you factor in low maintenance and fuel savings. Top speed is decent for city use but not enough for highway cruising.,7,"Topic 7: riding, low, smooth, level, impressively",0.041394306821438166
EV1230,EV Scooter,Hero Vida V1,4,Handling and stability at high speed feels very confident and safe.,7,"Topic 7: riding, low, smooth, level, impressively",0.042842528672923944
EV1231,EV Scooter,Ather 450X,5,"Over the air software updates are a great feature, keeps improving over time. Running cost is much lower than petrol, saving a lot on fuel every month.",6,"Topic 6: app, keep, update, software update, need",0.12446612410593115
EV1232,EV Car,Hyundai Kona,4,"Resale value of electric vehicles is still uncertain, worried about depreciation. Battery performance is stable even after two years of heavy usage.",8,"Topic 8: service, service center, center, appointment long, center needed",0.03651053671049667
EV1233,EV Scooter,Ather 450X,4,"Bluetooth connectivity drops frequently while riding, very frustrating.",7,"Topic 7: riding, low, smooth, level, impressively",0.10316261143529813
EV1234,EV Scooter,Bajaj Chetak,5,Emergency braking and collision alert systems work really well in traffic.,2,"Topic 2: braking, system, work well, work, well",0.31909778238262776
EV1235,EV Car,MG ZS EV,4,"Spare parts availability is a major issue, waited a month for a replacement part.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.022143653435404812
EV1236,EV Scooter,TVS iQube,3,The battery warranty of 5 years gives me confidence in long term reliability.,8,"Topic 8: service, service center, center, appointment long, center needed",0.04865305209709307
EV1237,EV Scooter,Bajaj Chetak,5,"Claimed range of 250 km is misleading, actual range is way less in city traffic.",7,"Topic 7: riding, low, smooth, level, impressively",0.041861355679823284
EV1238,EV Scooter,Ola S1,3,"Read reports about battery fires, safety is my biggest concern before buying. Service center staff are not well trained to handle EV specific issues. Highway charging stops are rare, long distance travel is a nightmare.",8,"Topic 8: service, service center, center, appointment long, center needed",0.22197745567268362
EV1239,EV Scooter,TVS iQube,3,"Contributing to a cleaner city is a big motivation behind going electric. Heard about a thermal runaway incident, this has shaken my trust in EV safety.",3,"Topic 3: ab, ab traction, control give, traction, traction control",0.02245620201214555
EV1240,EV Car,Tata Nexon EV,5,Navigation system integrated with range prediction is genuinely useful.,7,"Topic 7: riding, low, smooth, level, impressively",0.07776545472498549
EV1241,EV Scooter,Ather 450X,4,Battery performance is stable even after two years of heavy usage. Loved the color options and the overall styling of the vehicle. Customer support over phone is helpful and resolves issues quickly.,8,"Topic 8: service, service center, center, appointment long, center needed",0.042291608942672046
EV1242,EV Scooter,Hero Vida V1,4,Top speed is decent for city use but not enough for highway cruising.,4,"Topic 4: use, daily use, daily, dropped, within month",0.04123417232045928
EV1243,EV Car,Mahindra XUV400,5,"Waiting time for service appointment is too long, more service centers needed.",8,"Topic 8: service, service center, center, appointment long, center needed",0.3799067759679156
EV1244,EV Car,Tesla Model 3,4,Battery performance is stable even after two years of heavy usage.,8,"Topic 8: service, service center, center, appointment long, center needed",0.052289309383214015
EV1245,EV Scooter,Ather 450X,4,The upfront price is high but government subsidy makes it affordable.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.05427867857583784
EV1246,EV Scooter,TVS iQube,4,"For the price, I expected better build quality and more features. LED lighting and digital dashboard give it a premium, modern look.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.12448372124618796
EV1247,EV Car,Tesla Model 3,4,The vehicle has good crash test ratings which reassured my purchase decision.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.10256815474960541
EV1248,EV Scooter,Ampere Magnus,4,Navigation system integrated with range prediction is genuinely useful.,7,"Topic 7: riding, low, smooth, level, impressively",0.07776545472498549
EV1249,EV Scooter,Ampere Magnus,4,Price after subsidy is still higher than a comparable petrol scooter.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.029697944429557754
EV1250,EV Scooter,Ampere Magnus,5,"Waiting time for service appointment is too long, more service centers needed. For the price, I expected better build quality and more features.",8,"Topic 8: service, service center, center, appointment long, center needed",0.3166215114873815
EV1251,EV Scooter,Bajaj Chetak,4,Service center staff are not well trained to handle EV specific issues.,8,"Topic 8: service, service center, center, appointment long, center needed",0.2956903099765675
EV1252,EV Scooter,Bajaj Chetak,4,"Range anxiety is real, I plan every trip around charging stops now.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.026957354754958095
EV1253,EV Car,Hyundai Kona,4,Price after subsidy is still higher than a comparable petrol scooter.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.029697944429557754
EV1254,EV Scooter,Ampere Magnus,3,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.4284350621768463
EV1255,EV Car,MG ZS EV,4,The upfront price is high but government subsidy makes it affordable.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.05427867857583784
EV1256,EV Car,Mahindra XUV400,4,Worried about battery degradation and replacement cost after warranty ends.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.10728248170323222
EV1257,EV Car,Mahindra XUV400,4,"After sales support has been excellent, quick response and doorstep service. Acceleration is smooth and instant torque makes overtaking effortless.",8,"Topic 8: service, service center, center, appointment long, center needed",0.0752297194650269
EV1258,EV Car,Tesla Model 3,5,Battery health dropped to 85% within 18 months of daily use. The design looks futuristic and attracts a lot of attention on the road.,4,"Topic 4: use, daily use, daily, dropped, within month",0.2690678695246451
EV1259,EV Scooter,Bajaj Chetak,3,"Range drops badly in winter, I lost almost 30% range in cold weather. After sales support has been excellent, quick response and doorstep service.",8,"Topic 8: service, service center, center, appointment long, center needed",0.06902840166327615
EV1260,EV Scooter,Bajaj Chetak,4,Touchscreen infotainment system lags and is not very intuitive to use.,2,"Topic 2: braking, system, work well, work, well",0.07261313254748547
EV1261,EV Car,Tata Nexon EV,3,"Waiting time for service appointment is too long, more service centers needed.",8,"Topic 8: service, service center, center, appointment long, center needed",0.3799067759679156
EV1262,EV Car,Tata Nexon EV,3,"Battery replacement cost is almost half the price of the vehicle, very concerning. Compact size makes it easy to park and maneuver in city traffic.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.09371826979167419
EV1263,EV Scooter,Ola S1,3,"The battery warranty of 150 years gives me confidence in long term reliability. The companion app keeps crashing, needs urgent software updates.",6,"Topic 6: app, keep, update, software update, need",0.29120888697959924
EV1264,EV Scooter,Bajaj Chetak,5,"Braking system feels sharp and responsive, regenerative braking works well.",2,"Topic 2: braking, system, work well, work, well",0.362732406370459
EV1265,EV Car,Hyundai Kona,4,"Charging takes too long, almost 6 hours for a full charge at home. Over the air software updates are a great feature, keeps improving over time.",6,"Topic 6: app, keep, update, software update, need",0.138117977439724
EV1266,EV Scooter,Hero Vida V1,4,The motor is powerful and pickup is much better than petrol variants.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.012919841213890379
EV1267,EV Car,MG ZS EV,4,Concerned about environmental impact of battery disposal and recycling.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.4358654034600713
EV1268,EV Scooter,Hero Vida V1,3,"Running cost is much lower than petrol, saving a lot on fuel every month.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.0516280875000597
EV1269,EV Scooter,Ampere Magnus,4,"Claimed range of 30 km is misleading, actual range is way less in city traffic.",7,"Topic 7: riding, low, smooth, level, impressively",0.041861355679823284
EV1270,EV Car,MG ZS EV,3,Fast charging network needs serious expansion on highways.,6,"Topic 6: app, keep, update, software update, need",0.07512874314890193
EV1271,EV Scooter,Ola S1,4,Battery performance is stable even after two years of heavy usage.,8,"Topic 8: service, service center, center, appointment long, center needed",0.052289309383214015
EV1272,EV Scooter,Bajaj Chetak,4,"Waiting time for service appointment is too long, more service centers needed.",8,"Topic 8: service, service center, center, appointment long, center needed",0.3799067759679156
EV1273,EV Car,Mahindra XUV400,4,"Switching to EV feels good knowing I'm reducing my carbon footprint. Highway charging stops are rare, long distance travel is a nightmare.",8,"Topic 8: service, service center, center, appointment long, center needed",0.09575674384820465
EV1274,EV Scooter,Hero Vida V1,3,Finding a working charging station in my city is still very difficult. Touchscreen infotainment system lags and is not very intuitive to use.,2,"Topic 2: braking, system, work well, work, well",0.06784575765598957
EV1275,EV Scooter,Ather 450X,4,"Storage space under the seat is very limited, not practical for daily use.",4,"Topic 4: use, daily use, daily, dropped, within month",0.1489749552724736
EV1276,EV Scooter,Bajaj Chetak,3,"Suspension is too stiff, ride quality is uncomfortable on bad roads. Highway charging stops are rare, long distance travel is a nightmare.",8,"Topic 8: service, service center, center, appointment long, center needed",0.0496877590008532
EV1277,EV Car,Tesla Model 3,4,"Spare parts availability is a major issue, waited a month for a replacement part.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.022143653435404812
EV1278,EV Scooter,Ampere Magnus,5,Touchscreen infotainment system lags and is not very intuitive to use.,2,"Topic 2: braking, system, work well, work, well",0.07261313254748547
EV1279,EV Car,Hyundai Kona,3,"Interior quality feels cheap for the price point, needs improvement. Claimed range of 100 km is misleading, actual range is way less in city traffic.",6,"Topic 6: app, keep, update, software update, need",0.03200984135132072
EV1280,EV Car,BYD Atto 3,4,The upfront price is high but government subsidy makes it affordable.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.05427867857583784
EV1281,EV Scooter,Bajaj Chetak,4,I'm always worried about running out of charge before reaching my destination.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.046160397272723315
EV1282,EV Scooter,Ather 450X,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,8,"Topic 8: service, service center, center, appointment long, center needed",0.01521381996855034
EV1283,EV Car,Tesla Model 3,3,Service center staff are not well trained to handle EV specific issues.,8,"Topic 8: service, service center, center, appointment long, center needed",0.2956903099765675
EV1284,EV Car,Tesla Model 3,4,"AC usage kills the range, on hot days I barely get half the claimed distance.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.018164580461625075
EV1285,EV Scooter,Ampere Magnus,4,"Battery replacement cost is almost half the price of the vehicle, very concerning. There are very few authorized service centers, had to travel 8 km for repair.",8,"Topic 8: service, service center, center, appointment long, center needed",0.1706366151113699
EV1286,EV Scooter,Ather 450X,2,"The companion app keeps crashing, needs urgent software updates.",6,"Topic 6: app, keep, update, software update, need",0.3913111625379394
EV1287,EV Scooter,Bajaj Chetak,4,"Waiting time for service appointment is too long, more service centers needed. Running cost is much lower than petrol, saving a lot on fuel every month. Build quality feels premium and the ride is extremely comfortable.",8,"Topic 8: service, service center, center, appointment long, center needed",0.23843210364982553
EV1288,EV Scooter,Ola S1,4,Build materials feel sturdy but the design is a bit too plain compared to rivals.,8,"Topic 8: service, service center, center, appointment long, center needed",0.12733235366077575
EV1289,EV Car,Tata Nexon EV,3,"Smart key and app based lock features work flawlessly, very convenient. Resale value of electric vehicles is still uncertain, worried about depreciation.",6,"Topic 6: app, keep, update, software update, need",0.16116707652840348
EV1290,EV Scooter,Ola S1,3,Software glitches caused the dashboard to freeze twice in a month. Price after subsidy is still higher than a comparable petrol scooter.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.33440710195219747
EV1291,EV Scooter,Ather 450X,4,Software glitches caused the dashboard to freeze twice in a month. The vehicle has good crash test ratings which reassured my purchase decision.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.3976328337334849
EV1292,EV Scooter,TVS iQube,5,"Smart key and app based lock features work flawlessly, very convenient. Love the app that shows nearby charging stations, very convenient feature. Zero tailpipe emissions is the main reason I chose an electric vehicle.",6,"Topic 6: app, keep, update, software update, need",0.19814948241656125
EV1293,EV Scooter,TVS iQube,5,Worried about battery degradation and replacement cost after warranty ends.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.10728248170323222
EV1294,EV Scooter,Ampere Magnus,4,"Price after subsidy is still higher than a comparable petrol scooter. Noise levels are impressively low, riding experience is very smooth and quiet.",7,"Topic 7: riding, low, smooth, level, impressively",0.25966665072739215
EV1295,EV Car,Mahindra XUV400,3,"Bluetooth connectivity drops frequently while riding, very frustrating.",7,"Topic 7: riding, low, smooth, level, impressively",0.10316261143529813
EV1296,EV Car,Tesla Model 3,4,Emergency braking and collision alert systems work really well in traffic.,2,"Topic 2: braking, system, work well, work, well",0.31909778238262776
EV1297,EV Car,BYD Atto 3,4,Finding a working charging station in my city is still very difficult. For daily commute the range is fine but long trips are stressful because of low range.,7,"Topic 7: riding, low, smooth, level, impressively",0.08003720336291768
EV1298,EV Car,Tesla Model 3,4,"Claimed range of 20 km is misleading, actual range is way less in city traffic.",7,"Topic 7: riding, low, smooth, level, impressively",0.041861355679823284
EV1299,EV Scooter,TVS iQube,4,"The companion app keeps crashing, needs urgent software updates.",6,"Topic 6: app, keep, update, software update, need",0.3913111625379394
EV1300,EV Car,BYD Atto 3,4,Stability control on wet roads is impressive and inspires confidence.,7,"Topic 7: riding, low, smooth, level, impressively",0.25999823105925624
EV1301,EV Scooter,Ampere Magnus,4,"LED lighting and digital dashboard give it a premium, modern look.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.1459803170732589
EV1302,EV Car,Tata Nexon EV,3,Price after subsidy is still higher than a comparable petrol scooter.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.029697944429557754
EV1303,EV Scooter,TVS iQube,5,Build quality feels premium and the ride is extremely comfortable. Compact size makes it easy to park and maneuver in city traffic.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.02785664262148969
EV1304,EV Car,Tesla Model 3,3,"For daily commute the range is fine but long trips are stressful because of low range. Highway charging stops are rare, long distance travel is a nightmare.",7,"Topic 7: riding, low, smooth, level, impressively",0.07042366165129754
EV1305,EV Scooter,Ampere Magnus,5,Worried about battery degradation and replacement cost after warranty ends.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.10728248170323222
EV1306,EV Scooter,Bajaj Chetak,4,Advanced safety features like ABS and traction control give peace of mind.,3,"Topic 3: ab, ab traction, control give, traction, traction control",0.4034444933979644
EV1307,EV Car,MG ZS EV,4,"Charging takes too long, almost 6 hours for a full charge at home.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.04253603981861929
EV1308,EV Car,MG ZS EV,4,Zero tailpipe emissions is the main reason I chose an electric vehicle.,7,"Topic 7: riding, low, smooth, level, impressively",0.15348681555202068
EV1309,EV Scooter,Ola S1,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Loved the color options and the overall styling of the vehicle.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.34627975800350586
EV1310,EV Scooter,Hero Vida V1,4,Acceleration is smooth and instant torque makes overtaking effortless.,7,"Topic 7: riding, low, smooth, level, impressively",0.07071550902865777
EV1311,EV Car,Mahindra XUV400,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.4284350621768463
EV1312,EV Scooter,TVS iQube,5,"Over the air software updates are a great feature, keeps improving over time.",6,"Topic 6: app, keep, update, software update, need",0.18863644383392794
EV1313,EV Scooter,Ampere Magnus,5,Contributing to a cleaner city is a big motivation behind going electric.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.02549945550685614
EV1314,EV Car,BYD Atto 3,4,"Charging takes too long, almost 6 hours for a full charge at home.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.04253603981861929
EV1315,EV Car,Mahindra XUV400,4,Handling and stability at high speed feels very confident and safe. Finding a working charging station in my city is still very difficult.,6,"Topic 6: app, keep, update, software update, need",0.06586996934749685
EV1316,EV Scooter,Bajaj Chetak,3,Worried about battery degradation and replacement cost after warranty ends.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.10728248170323222
EV1317,EV Car,Mahindra XUV400,3,The design looks futuristic and attracts a lot of attention on the road.,7,"Topic 7: riding, low, smooth, level, impressively",0.03791100511224609
EV1318,EV Car,Tata Nexon EV,3,Contributing to a cleaner city is a big motivation behind going electric. Acceleration is smooth and instant torque makes overtaking effortless.,7,"Topic 7: riding, low, smooth, level, impressively",0.04733239585891503
EV1319,EV Scooter,Bajaj Chetak,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Stability control on wet roads is impressive and inspires confidence.,7,"Topic 7: riding, low, smooth, level, impressively",0.2933573723832733
EV1320,EV Scooter,Ather 450X,4,"Spare parts availability is a major issue, waited a month for a replacement part.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.022143653435404812
EV1321,EV Car,Tata Nexon EV,4,"Storage space under the seat is very limited, not practical for daily use. Had a great experience with the service team, they explained everything clearly.",4,"Topic 4: use, daily use, daily, dropped, within month",0.10175241035361533
EV1322,EV Car,Hyundai Kona,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.4284350621768463
EV1323,EV Car,Mahindra XUV400,5,For daily commute the range is fine but long trips are stressful because of low range.,7,"Topic 7: riding, low, smooth, level, impressively",0.09687328225076879
EV1324,EV Scooter,Ampere Magnus,5,"Noise levels are impressively low, riding experience is very smooth and quiet.",7,"Topic 7: riding, low, smooth, level, impressively",0.3464796245824144
EV1325,EV Car,Hyundai Kona,5,Touchscreen infotainment system lags and is not very intuitive to use.,2,"Topic 2: braking, system, work well, work, well",0.07261313254748547
EV1326,EV Car,Mahindra XUV400,4,Concerned about environmental impact of battery disposal and recycling. Insurance premium for EV is surprisingly high compared to petrol vehicles.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.30266282957598134
EV1327,EV Scooter,Bajaj Chetak,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.4284350621768463
EV1328,EV Car,Tesla Model 3,5,"Smart key and app based lock features work flawlessly, very convenient.",6,"Topic 6: app, keep, update, software update, need",0.20397177287681528
EV1329,EV Scooter,Hero Vida V1,4,"Battery health dropped to 85% within 18 months of daily use. After sales support has been excellent, quick response and doorstep service.",4,"Topic 4: use, daily use, daily, dropped, within month",0.25520794996506585
EV1330,EV Car,Tesla Model 3,5,Navigation system integrated with range prediction is genuinely useful.,7,"Topic 7: riding, low, smooth, level, impressively",0.07776545472498549
EV1331,EV Scooter,Ampere Magnus,4,Compact size makes it easy to park and maneuver in city traffic.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.030857381256915433
EV1332,EV Car,Hyundai Kona,4,"Suspension is too stiff, ride quality is uncomfortable on bad roads.",7,"Topic 7: riding, low, smooth, level, impressively",0.025882875992505494
EV1333,EV Car,BYD Atto 3,5,"Public chargers are often broken or occupied, need more charging stations urgently. Range anxiety is real, I plan every trip around charging stops now.",6,"Topic 6: app, keep, update, software update, need",0.07340478653369621
EV1334,EV Car,BYD Atto 3,3,"LED lighting and digital dashboard give it a premium, modern look. Software glitches caused the dashboard to freeze twice in a month.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.39787468056488573
EV1335,EV Car,Hyundai Kona,4,"Spare parts availability is a major issue, waited a month for a replacement part.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.022143653435404812
EV1336,EV Car,Tata Nexon EV,4,Build quality feels premium and the ride is extremely comfortable.,8,"Topic 8: service, service center, center, appointment long, center needed",0.03904935174823101
EV1337,EV Car,BYD Atto 3,5,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.022957621508621948
EV1338,EV Scooter,TVS iQube,4,Finding a working charging station in my city is still very difficult.,6,"Topic 6: app, keep, update, software update, need",0.06122660181627624
EV1339,EV Scooter,Hero Vida V1,5,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. Battery health dropped to 85% within 18 months of daily use.",4,"Topic 4: use, daily use, daily, dropped, within month",0.2498622938010732
EV1340,EV Scooter,Ampere Magnus,5,Build materials feel sturdy but the design is a bit too plain compared to rivals.,8,"Topic 8: service, service center, center, appointment long, center needed",0.12733235366077575
EV1341,EV Car,MG ZS EV,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Insurance premium for EV is surprisingly high compared to petrol vehicles. Bluetooth connectivity drops frequently while riding, very frustrating.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.2943036650591339
EV1342,EV Car,Tesla Model 3,4,Home charging setup was expensive and took weeks to install. Concerned about environmental impact of battery disposal and recycling.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.30539060587255284
EV1343,EV Scooter,Ather 450X,3,Software glitches caused the dashboard to freeze twice in a month. The vehicle has good crash test ratings which reassured my purchase decision.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.3976328337334849
EV1344,EV Scooter,Ampere Magnus,4,Top speed is decent for city use but not enough for highway cruising.,4,"Topic 4: use, daily use, daily, dropped, within month",0.04123417232045928
EV1345,EV Scooter,Ampere Magnus,4,"Battery health dropped to 85% within 18 months of daily use. Braking system feels sharp and responsive, regenerative braking works well. Public chargers are often broken or occupied, need more charging stations urgently.",2,"Topic 2: braking, system, work well, work, well",0.21783779377012308
EV1346,EV Car,Hyundai Kona,5,Compact size makes it easy to park and maneuver in city traffic.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.030857381256915433
EV1347,EV Car,BYD Atto 3,4,Software glitches caused the dashboard to freeze twice in a month.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.4541679341646786
EV1348,EV Car,BYD Atto 3,5,Battery health dropped to 85% within 18 months of daily use.,4,"Topic 4: use, daily use, daily, dropped, within month",0.39372037011018973
EV1349,EV Scooter,Bajaj Chetak,4,"Over the air software updates are a great feature, keeps improving over time.",6,"Topic 6: app, keep, update, software update, need",0.18863644383392794
EV1350,EV Car,Mahindra XUV400,5,Build materials feel sturdy but the design is a bit too plain compared to rivals.,8,"Topic 8: service, service center, center, appointment long, center needed",0.12733235366077575
EV1351,EV Scooter,Bajaj Chetak,2,"EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. There are very few authorized service centers, had to travel 20 km for repair. Range anxiety is real, I plan every trip around charging stops now.",8,"Topic 8: service, service center, center, appointment long, center needed",0.13028620085359982
EV1352,EV Car,Mahindra XUV400,5,"Public chargers are often broken or occupied, need more charging stations urgently.",6,"Topic 6: app, keep, update, software update, need",0.09851726439195248
EV1353,EV Scooter,Ampere Magnus,4,Navigation system integrated with range prediction is genuinely useful.,7,"Topic 7: riding, low, smooth, level, impressively",0.07776545472498549
EV1354,EV Car,Mahindra XUV400,4,Battery range degrades faster than expected after just one year of use.,4,"Topic 4: use, daily use, daily, dropped, within month",0.06755701621713178
EV1355,EV Scooter,TVS iQube,4,Price after subsidy is still higher than a comparable petrol scooter.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.029697944429557754
EV1356,EV Scooter,Hero Vida V1,4,Price after subsidy is still higher than a comparable petrol scooter.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.029697944429557754
EV1357,EV Car,BYD Atto 3,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.4284350621768463
EV1358,EV Car,Hyundai Kona,3,"Read reports about battery fires, safety is my biggest concern before buying. Highway charging stops are rare, long distance travel is a nightmare.",8,"Topic 8: service, service center, center, appointment long, center needed",0.06265696070074084
EV1359,EV Car,Hyundai Kona,5,"No proper information on how battery degrades over time, company should be transparent. Noise levels are impressively low, riding experience is very smooth and quiet. For the price, I expected better build quality and more features.",7,"Topic 7: riding, low, smooth, level, impressively",0.21425724385566042
EV1360,EV Car,BYD Atto 3,3,"The companion app keeps crashing, needs urgent software updates.",6,"Topic 6: app, keep, update, software update, need",0.3913111625379394
EV1361,EV Car,Mahindra XUV400,4,"Smart key and app based lock features work flawlessly, very convenient. Handling and stability at high speed feels very confident and safe. Battery range degrades faster than expected after just one year of use.",6,"Topic 6: app, keep, update, software update, need",0.14436833019832462
EV1362,EV Scooter,Ola S1,4,"For the price, I expected better build quality and more features.",8,"Topic 8: service, service center, center, appointment long, center needed",0.03904638720375586
EV1363,EV Scooter,TVS iQube,4,Concerned about environmental impact of battery disposal and recycling. Software glitches caused the dashboard to freeze twice in a month.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.3341858728536394
EV1364,EV Car,Tata Nexon EV,4,Home charging setup was expensive and took weeks to install.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.034397188509763525
EV1365,EV Scooter,Bajaj Chetak,4,"No proper information on how battery degrades over time, company should be transparent.",8,"Topic 8: service, service center, center, appointment long, center needed",0.052935026121235115
EV1366,EV Scooter,Ather 450X,5,Service center staff are not well trained to handle EV specific issues.,8,"Topic 8: service, service center, center, appointment long, center needed",0.2956903099765675
EV1367,EV Scooter,Hero Vida V1,4,"Waiting time for service appointment is too long, more service centers needed.",8,"Topic 8: service, service center, center, appointment long, center needed",0.3799067759679156
EV1368,EV Car,Mahindra XUV400,5,"Running cost is much lower than petrol, saving a lot on fuel every month. Over the air software updates are a great feature, keeps improving over time.",6,"Topic 6: app, keep, update, software update, need",0.12446612410593115
EV1369,EV Car,BYD Atto 3,2,Handling and stability at high speed feels very confident and safe.,7,"Topic 7: riding, low, smooth, level, impressively",0.042842528672923944
EV1370,EV Scooter,Hero Vida V1,3,Insurance premium for EV is surprisingly high compared to petrol vehicles.,7,"Topic 7: riding, low, smooth, level, impressively",0.02615054439024567
EV1371,EV Car,Tesla Model 3,4,"Braking system feels sharp and responsive, regenerative braking works well.",2,"Topic 2: braking, system, work well, work, well",0.362732406370459
EV1372,EV Car,Mahindra XUV400,3,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. I'm always worried about running out of charge before reaching my destination.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.02860650817972422
EV1373,EV Scooter,TVS iQube,5,Contributing to a cleaner city is a big motivation behind going electric.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.02549945550685614
EV1374,EV Car,Tata Nexon EV,4,"Concerned about environmental impact of battery disposal and recycling. Storage space under the seat is very limited, not practical for daily use.",5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.2831583250483784
EV1375,EV Scooter,Ather 450X,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,8,"Topic 8: service, service center, center, appointment long, center needed",0.01521381996855034
EV1376,EV Car,Tesla Model 3,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Stability control on wet roads is impressive and inspires confidence.,7,"Topic 7: riding, low, smooth, level, impressively",0.2933573723832733
EV1377,EV Scooter,TVS iQube,4,The design looks futuristic and attracts a lot of attention on the road.,7,"Topic 7: riding, low, smooth, level, impressively",0.03791100511224609
EV1378,EV Car,Mahindra XUV400,4,Top speed is decent for city use but not enough for highway cruising.,4,"Topic 4: use, daily use, daily, dropped, within month",0.04123417232045928
EV1379,EV Car,Mahindra XUV400,4,"Smart key and app based lock features work flawlessly, very convenient.",6,"Topic 6: app, keep, update, software update, need",0.20397177287681528
