review_id,product_type,brand,rating,feedback_text,lda_topic,lda_topic_label,lda_topic_confidence
EV1260,EV Scooter,Bajaj Chetak,4,Touchscreen infotainment system lags and is not very intuitive to use.,8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9249973695171285
EV1261,EV Car,Tata Nexon EV,3,"Waiting time for service appointment is too long, more service centers needed.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9437476890044085
EV1262,EV Car,Tata Nexon EV,3,"Battery replacement cost is almost half the price of the vehicle, very concerning. Compact size makes it easy to park and maneuver in city traffic.",1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.5053046477110107
EV1263,EV Scooter,Ola S1,3,"The battery warranty of 150 years gives me confidence in long term reliability. The companion app keeps crashing, needs urgent software updates.",4,"Topic 4: software, month, year, battery, keep",0.970967049626779
EV1264,EV Scooter,Bajaj Chetak,5,"Braking system feels sharp and responsive, regenerative braking works well.",7,"Topic 7: braking, work, system, work well, well",0.9499996877228652
EV1265,EV Car,Hyundai Kona,4,"Charging takes too long, almost 6 hours for a full charge at home. Over the air software updates are a great feature, keeps improving over time.",6,"Topic 6: charging, battery, almost, tier, use",0.9709666043366134
EV1266,EV Scooter,Hero Vida V1,4,The motor is powerful and pickup is much better than petrol variants.,3,"Topic 3: safety, use, highway, part, feature",0.924998570431653
EV1267,EV Car,MG ZS EV,4,Concerned about environmental impact of battery disposal and recycling.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9249986153687703
EV1268,EV Scooter,Hero Vida V1,3,"Running cost is much lower than petrol, saving a lot on fuel every month.",4,"Topic 4: software, month, year, battery, keep",0.9499988743504476
EV1269,EV Scooter,Ampere Magnus,4,"Claimed range of 30 km is misleading, actual range is way less in city traffic.",2,"Topic 2: feel, quality, range, support, quality feel",0.9499974069039536
EV1270,EV Car,MG ZS EV,3,Fast charging network needs serious expansion on highways.,3,"Topic 3: safety, use, highway, part, feature",0.935712803955503
EV1271,EV Scooter,Ola S1,4,Battery performance is stable even after two years of heavy usage.,6,"Topic 6: charging, battery, almost, tier, use",0.9357131926965875
EV1272,EV Scooter,Bajaj Chetak,4,"Waiting time for service appointment is too long, more service centers needed.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9437476890044085
EV1273,EV Car,Mahindra XUV400,4,"Switching to EV feels good knowing I'm reducing my carbon footprint. Highway charging stops are rare, long distance travel is a nightmare.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.5223055925175594
EV1274,EV Scooter,Hero Vida V1,3,Finding a working charging station in my city is still very difficult. Touchscreen infotainment system lags and is not very intuitive to use.,8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.499952198654551
EV1275,EV Scooter,Ather 450X,4,"Storage space under the seat is very limited, not practical for daily use.",3,"Topic 3: safety, use, highway, part, feature",0.9357135200179632
EV1276,EV Scooter,Bajaj Chetak,3,"Suspension is too stiff, ride quality is uncomfortable on bad roads. Highway charging stops are rare, long distance travel is a nightmare.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.5253116446273854
EV1277,EV Car,Tesla Model 3,4,"Spare parts availability is a major issue, waited a month for a replacement part.",3,"Topic 3: safety, use, highway, part, feature",0.9499992060228337
EV1278,EV Scooter,Ampere Magnus,5,Touchscreen infotainment system lags and is not very intuitive to use.,8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9249973695171285
EV1279,EV Car,Hyundai Kona,3,"Interior quality feels cheap for the price point, needs improvement. Claimed range of 100 km is misleading, actual range is way less in city traffic.",2,"Topic 2: feel, quality, range, support, quality feel",0.9727263298586007
EV1280,EV Car,BYD Atto 3,4,The upfront price is high but government subsidy makes it affordable.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9357130000184158
EV1281,EV Scooter,Bajaj Chetak,4,I'm always worried about running out of charge before reaching my destination.,5,"Topic 5: battery, center, service center, service, safety",0.924998492825782
EV1282,EV Scooter,Ather 450X,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,4,"Topic 4: software, month, year, battery, keep",0.9499997911747503
EV1283,EV Car,Tesla Model 3,3,Service center staff are not well trained to handle EV specific issues.,5,"Topic 5: battery, center, service center, service, safety",0.9437489343674283
EV1284,EV Car,Tesla Model 3,4,"AC usage kills the range, on hot days I barely get half the claimed distance.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9499992726449596
EV1285,EV Scooter,Ampere Magnus,4,"Battery replacement cost is almost half the price of the vehicle, very concerning. There are very few authorized service centers, had to travel 8 km for repair.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.5457614716479715
EV1286,EV Scooter,Ather 450X,2,"The companion app keeps crashing, needs urgent software updates.",4,"Topic 4: software, month, year, battery, keep",0.943749216857566
EV1287,EV Scooter,Bajaj Chetak,4,"Waiting time for service appointment is too long, more service centers needed. Running cost is much lower than petrol, saving a lot on fuel every month. Build quality feels premium and the ride is extremely comfortable.",4,"Topic 4: software, month, year, battery, keep",0.363129460297264
EV1288,EV Scooter,Ola S1,4,Build materials feel sturdy but the design is a bit too plain compared to rivals.,6,"Topic 6: charging, battery, almost, tier, use",0.9499987329729866
EV1289,EV Car,Tata Nexon EV,3,"Smart key and app based lock features work flawlessly, very convenient. Resale value of electric vehicles is still uncertain, worried about depreciation.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.6053403638665914
EV1290,EV Scooter,Ola S1,3,Software glitches caused the dashboard to freeze twice in a month. Price after subsidy is still higher than a comparable petrol scooter.,4,"Topic 4: software, month, year, battery, keep",0.5648029522883767
EV1291,EV Scooter,Ather 450X,4,Software glitches caused the dashboard to freeze twice in a month. The vehicle has good crash test ratings which reassured my purchase decision.,4,"Topic 4: software, month, year, battery, keep",0.5239998779384363
EV1292,EV Scooter,TVS iQube,5,"Smart key and app based lock features work flawlessly, very convenient. Love the app that shows nearby charging stations, very convenient feature. Zero tailpipe emissions is the main reason I chose an electric vehicle.",6,"Topic 6: charging, battery, almost, tier, use",0.5955357822463245
EV1293,EV Scooter,TVS iQube,5,Worried about battery degradation and replacement cost after warranty ends.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9357128727904404
EV1294,EV Scooter,Ampere Magnus,4,"Price after subsidy is still higher than a comparable petrol scooter. Noise levels are impressively low, riding experience is very smooth and quiet.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.966666315632668
EV1295,EV Car,Mahindra XUV400,3,"Bluetooth connectivity drops frequently while riding, very frustrating.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9249997227808245
EV1296,EV Car,Tesla Model 3,4,Emergency braking and collision alert systems work really well in traffic.,7,"Topic 7: braking, work, system, work well, well",0.9437497312130717
EV1297,EV Car,BYD Atto 3,4,Finding a working charging station in my city is still very difficult. For daily commute the range is fine but long trips are stressful because of low range.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9689643096500642
EV1298,EV Car,Tesla Model 3,4,"Claimed range of 20 km is misleading, actual range is way less in city traffic.",2,"Topic 2: feel, quality, range, support, quality feel",0.9499974069039536
EV1299,EV Scooter,TVS iQube,4,"The companion app keeps crashing, needs urgent software updates.",4,"Topic 4: software, month, year, battery, keep",0.943749216857566
EV1300,EV Car,BYD Atto 3,4,Stability control on wet roads is impressive and inspires confidence.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9357134461405903
EV1301,EV Scooter,Ampere Magnus,4,"LED lighting and digital dashboard give it a premium, modern look.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9437487547496393
EV1302,EV Car,Tata Nexon EV,3,Price after subsidy is still higher than a comparable petrol scooter.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9249989070612503
EV1303,EV Scooter,TVS iQube,5,Build quality feels premium and the ride is extremely comfortable. Compact size makes it easy to park and maneuver in city traffic.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.5109507353623526
EV1304,EV Car,Tesla Model 3,3,"For daily commute the range is fine but long trips are stressful because of low range. Highway charging stops are rare, long distance travel is a nightmare.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.49179400308281107
EV1305,EV Scooter,Ampere Magnus,5,Worried about battery degradation and replacement cost after warranty ends.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9357128727904404
EV1306,EV Scooter,Bajaj Chetak,4,Advanced safety features like ABS and traction control give peace of mind.,3,"Topic 3: safety, use, highway, part, feature",0.9499995847169762
EV1307,EV Car,MG ZS EV,4,"Charging takes too long, almost 6 hours for a full charge at home.",6,"Topic 6: charging, battery, almost, tier, use",0.9437476402111513
EV1308,EV Car,MG ZS EV,4,Zero tailpipe emissions is the main reason I chose an electric vehicle.,6,"Topic 6: charging, battery, almost, tier, use",0.9249999999668123
EV1309,EV Scooter,Ola S1,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Loved the color options and the overall styling of the vehicle.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.6521481277025277
EV1310,EV Scooter,Hero Vida V1,4,Acceleration is smooth and instant torque makes overtaking effortless.,4,"Topic 4: software, month, year, battery, keep",0.9357133527421988
EV1311,EV Car,Mahindra XUV400,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9549998187898763
EV1312,EV Scooter,TVS iQube,5,"Over the air software updates are a great feature, keeps improving over time.",6,"Topic 6: charging, battery, almost, tier, use",0.9437475492633663
EV1313,EV Scooter,Ampere Magnus,5,Contributing to a cleaner city is a big motivation behind going electric.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9357138471250149
EV1314,EV Car,BYD Atto 3,4,"Charging takes too long, almost 6 hours for a full charge at home.",6,"Topic 6: charging, battery, almost, tier, use",0.9437476402111513
EV1315,EV Car,Mahindra XUV400,4,Handling and stability at high speed feels very confident and safe. Finding a working charging station in my city is still very difficult.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.5355095885617199
EV1316,EV Scooter,Bajaj Chetak,3,Worried about battery degradation and replacement cost after warranty ends.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9357128727904404
EV1317,EV Car,Mahindra XUV400,3,The design looks futuristic and attracts a lot of attention on the road.,2,"Topic 2: feel, quality, range, support, quality feel",0.9357136155060412
EV1318,EV Car,Tata Nexon EV,3,Contributing to a cleaner city is a big motivation behind going electric. Acceleration is smooth and instant torque makes overtaking effortless.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.48518488705816026
EV1319,EV Scooter,Bajaj Chetak,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Stability control on wet roads is impressive and inspires confidence.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.5239996246489043
EV1320,EV Scooter,Ather 450X,4,"Spare parts availability is a major issue, waited a month for a replacement part.",3,"Topic 3: safety, use, highway, part, feature",0.9499992060228337
EV1321,EV Car,Tata Nexon EV,4,"Storage space under the seat is very limited, not practical for daily use. Had a great experience with the service team, they explained everything clearly.",4,"Topic 4: software, month, year, battery, keep",0.4921749990327128
EV1322,EV Car,Hyundai Kona,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9549998187898763
EV1323,EV Car,Mahindra XUV400,5,For daily commute the range is fine but long trips are stressful because of low range.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9499975083227754
EV1324,EV Scooter,Ampere Magnus,5,"Noise levels are impressively low, riding experience is very smooth and quiet.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9437495979697851
EV1325,EV Car,Hyundai Kona,5,Touchscreen infotainment system lags and is not very intuitive to use.,8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9249973695171285
EV1326,EV Car,Mahindra XUV400,4,Concerned about environmental impact of battery disposal and recycling. Insurance premium for EV is surprisingly high compared to petrol vehicles.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.5318935609941832
EV1327,EV Scooter,Bajaj Chetak,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9549998187898763
EV1328,EV Car,Tesla Model 3,5,"Smart key and app based lock features work flawlessly, very convenient.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9499989773125966
EV1329,EV Scooter,Hero Vida V1,4,"Battery health dropped to 85% within 18 months of daily use. After sales support has been excellent, quick response and doorstep service.",2,"Topic 2: feel, quality, range, support, quality feel",0.4851848495356279
EV1330,EV Car,Tesla Model 3,5,Navigation system integrated with range prediction is genuinely useful.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.9357135041670673
EV1331,EV Scooter,Ampere Magnus,4,Compact size makes it easy to park and maneuver in city traffic.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.9437493609883884
EV1332,EV Car,Hyundai Kona,4,"Suspension is too stiff, ride quality is uncomfortable on bad roads.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9249972507911228
EV1333,EV Car,BYD Atto 3,5,"Public chargers are often broken or occupied, need more charging stations urgently. Range anxiety is real, I plan every trip around charging stops now.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.5199444094948567
EV1334,EV Car,BYD Atto 3,3,"LED lighting and digital dashboard give it a premium, modern look. Software glitches caused the dashboard to freeze twice in a month.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.49554660714496157
EV1335,EV Car,Hyundai Kona,4,"Spare parts availability is a major issue, waited a month for a replacement part.",3,"Topic 3: safety, use, highway, part, feature",0.9499992060228337
EV1336,EV Car,Tata Nexon EV,4,Build quality feels premium and the ride is extremely comfortable.,2,"Topic 2: feel, quality, range, support, quality feel",0.9357133889511634
EV1337,EV Car,BYD Atto 3,5,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,6,"Topic 6: charging, battery, almost, tier, use",0.9437484930362834
EV1338,EV Scooter,TVS iQube,4,Finding a working charging station in my city is still very difficult.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9249982638755785
EV1339,EV Scooter,Hero Vida V1,5,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. Battery health dropped to 85% within 18 months of daily use.",3,"Topic 3: safety, use, highway, part, feature",0.5683849103400868
EV1340,EV Scooter,Ampere Magnus,5,Build materials feel sturdy but the design is a bit too plain compared to rivals.,6,"Topic 6: charging, battery, almost, tier, use",0.9499987329729866
EV1341,EV Car,MG ZS EV,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Insurance premium for EV is surprisingly high compared to petrol vehicles. Bluetooth connectivity drops frequently while riding, very frustrating.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9785712123885812
EV1342,EV Car,Tesla Model 3,4,Home charging setup was expensive and took weeks to install. Concerned about environmental impact of battery disposal and recycling.,5,"Topic 5: battery, center, service center, service, safety",0.5537293092169598
EV1343,EV Scooter,Ather 450X,3,Software glitches caused the dashboard to freeze twice in a month. The vehicle has good crash test ratings which reassured my purchase decision.,4,"Topic 4: software, month, year, battery, keep",0.5239998779384363
EV1344,EV Scooter,Ampere Magnus,4,Top speed is decent for city use but not enough for highway cruising.,3,"Topic 3: safety, use, highway, part, feature",0.9437487998405685
EV1345,EV Scooter,Ampere Magnus,4,"Battery health dropped to 85% within 18 months of daily use. Braking system feels sharp and responsive, regenerative braking works well. Public chargers are often broken or occupied, need more charging stations urgently.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.35335314525217404
EV1346,EV Car,Hyundai Kona,5,Compact size makes it easy to park and maneuver in city traffic.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.9437493609883884
EV1347,EV Car,BYD Atto 3,4,Software glitches caused the dashboard to freeze twice in a month.,4,"Topic 4: software, month, year, battery, keep",0.9357139367294343
EV1348,EV Car,BYD Atto 3,5,Battery health dropped to 85% within 18 months of daily use.,6,"Topic 6: charging, battery, almost, tier, use",0.9357124919676222
EV1349,EV Scooter,Bajaj Chetak,4,"Over the air software updates are a great feature, keeps improving over time.",6,"Topic 6: charging, battery, almost, tier, use",0.9437475492633663
EV1350,EV Car,Mahindra XUV400,5,Build materials feel sturdy but the design is a bit too plain compared to rivals.,6,"Topic 6: charging, battery, almost, tier, use",0.9499987329729866
EV1351,EV Scooter,Bajaj Chetak,2,"EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. There are very few authorized service centers, had to travel 20 km for repair. Range anxiety is real, I plan every trip around charging stops now.",4,"Topic 4: software, month, year, battery, keep",0.4140068479239766
EV1352,EV Car,Mahindra XUV400,5,"Public chargers are often broken or occupied, need more charging stations urgently.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9499990601920162
EV1353,EV Scooter,Ampere Magnus,4,Navigation system integrated with range prediction is genuinely useful.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.9357135041670673
EV1354,EV Car,Mahindra XUV400,4,Battery range degrades faster than expected after just one year of use.,4,"Topic 4: software, month, year, battery, keep",0.9357083870557028
EV1355,EV Scooter,TVS iQube,4,Price after subsidy is still higher than a comparable petrol scooter.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9249989070612503
EV1356,EV Scooter,Hero Vida V1,4,Price after subsidy is still higher than a comparable petrol scooter.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9249989070612503
EV1357,EV Car,BYD Atto 3,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9549998187898763
EV1358,EV Car,Hyundai Kona,3,"Read reports about battery fires, safety is my biggest concern before buying. Highway charging stops are rare, long distance travel is a nightmare.",5,"Topic 5: battery, center, service center, service, safety",0.5287297883273672
EV1359,EV Car,Hyundai Kona,5,"No proper information on how battery degrades over time, company should be transparent. Noise levels are impressively low, riding experience is very smooth and quiet. For the price, I expected better build quality and more features.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.4362204779484643
EV1360,EV Car,BYD Atto 3,3,"The companion app keeps crashing, needs urgent software updates.",4,"Topic 4: software, month, year, battery, keep",0.943749216857566
EV1361,EV Car,Mahindra XUV400,4,"Smart key and app based lock features work flawlessly, very convenient. Handling and stability at high speed feels very confident and safe. Battery range degrades faster than expected after just one year of use.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.4024920409691948
EV1362,EV Scooter,Ola S1,4,"For the price, I expected better build quality and more features.",2,"Topic 2: feel, quality, range, support, quality feel",0.9249974594621185
EV1363,EV Scooter,TVS iQube,4,Concerned about environmental impact of battery disposal and recycling. Software glitches caused the dashboard to freeze twice in a month.,4,"Topic 4: software, month, year, battery, keep",0.5466713001896784
EV1364,EV Car,Tata Nexon EV,4,Home charging setup was expensive and took weeks to install.,5,"Topic 5: battery, center, service center, service, safety",0.935713411107298
EV1365,EV Scooter,Bajaj Chetak,4,"No proper information on how battery degrades over time, company should be transparent.",5,"Topic 5: battery, center, service center, service, safety",0.9357136577255175
EV1366,EV Scooter,Ather 450X,5,Service center staff are not well trained to handle EV specific issues.,5,"Topic 5: battery, center, service center, service, safety",0.9437489343674283
EV1367,EV Scooter,Hero Vida V1,4,"Waiting time for service appointment is too long, more service centers needed.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9437476890044085
EV1368,EV Car,Mahindra XUV400,5,"Running cost is much lower than petrol, saving a lot on fuel every month. Over the air software updates are a great feature, keeps improving over time.",4,"Topic 4: software, month, year, battery, keep",0.6265408243877554
EV1369,EV Car,BYD Atto 3,2,Handling and stability at high speed feels very confident and safe.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.935713476160822
EV1370,EV Scooter,Hero Vida V1,3,Insurance premium for EV is surprisingly high compared to petrol vehicles.,8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9249977907310836
EV1371,EV Car,Tesla Model 3,4,"Braking system feels sharp and responsive, regenerative braking works well.",7,"Topic 7: braking, work, system, work well, well",0.9499996877228652
EV1372,EV Car,Mahindra XUV400,3,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. I'm always worried about running out of charge before reaching my destination.",3,"Topic 3: safety, use, highway, part, feature",0.5096532063669056
EV1373,EV Scooter,TVS iQube,5,Contributing to a cleaner city is a big motivation behind going electric.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9357138471250149
EV1374,EV Car,Tata Nexon EV,4,"Concerned about environmental impact of battery disposal and recycling. Storage space under the seat is very limited, not practical for daily use.",3,"Topic 3: safety, use, highway, part, feature",0.5239996096379649
EV1375,EV Scooter,Ather 450X,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,4,"Topic 4: software, month, year, battery, keep",0.9499997911747503
EV1376,EV Car,Tesla Model 3,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Stability control on wet roads is impressive and inspires confidence.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.5239996246489043
EV1377,EV Scooter,TVS iQube,4,The design looks futuristic and attracts a lot of attention on the road.,2,"Topic 2: feel, quality, range, support, quality feel",0.9357136155060412
EV1378,EV Car,Mahindra XUV400,4,Top speed is decent for city use but not enough for highway cruising.,3,"Topic 3: safety, use, highway, part, feature",0.9437487998405685
EV1379,EV Car,Mahindra XUV400,4,"Smart key and app based lock features work flawlessly, very convenient.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9499989773125966
EV1380,EV Car,Tata Nexon EV,4,The upfront price is high but government subsidy makes it affordable. For daily commute the range is fine but long trips are stressful because of low range.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.5275946745577708
EV1381,EV Scooter,Hero Vida V1,4,Home charging setup was expensive and took weeks to install.,5,"Topic 5: battery, center, service center, service, safety",0.935713411107298
EV1382,EV Scooter,Ola S1,3,"Resale value of electric vehicles is still uncertain, worried about depreciation. Battery replacement cost is almost half the price of the vehicle, very concerning.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.5947337340660743
EV1383,EV Car,Hyundai Kona,4,"Running cost is much lower than petrol, saving a lot on fuel every month.",4,"Topic 4: software, month, year, battery, keep",0.9499988743504476
EV1384,EV Scooter,Ola S1,3,Service center staff are not well trained to handle EV specific issues. Worried about battery degradation and replacement cost after warranty ends.,5,"Topic 5: battery, center, service center, service, safety",0.5644007124608085
EV1385,EV Car,Tesla Model 3,4,"Braking system feels sharp and responsive, regenerative braking works well. Read reports about battery fires, safety is my biggest concern before buying.",7,"Topic 7: braking, work, system, work well, well",0.5124133522133983
EV1386,EV Scooter,Ather 450X,3,"Noise levels are impressively low, riding experience is very smooth and quiet.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9437495979697851
EV1387,EV Scooter,Ampere Magnus,5,Navigation system integrated with range prediction is genuinely useful. Concerned about environmental impact of battery disposal and recycling.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.524000119595517
EV1388,EV Car,Mahindra XUV400,3,"Customer support over phone is helpful and resolves issues quickly. Public chargers are often broken or occupied, need more charging stations urgently.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.5278121195212174
EV1389,EV Car,Tesla Model 3,3,The upfront price is high but government subsidy makes it affordable.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9357130000184158
EV1390,EV Scooter,TVS iQube,5,"For daily commute the range is fine but long trips are stressful because of low range. Read reports about battery fires, safety is my biggest concern before buying.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.5312068457825729
EV1391,EV Scooter,Ather 450X,3,"Love the app that shows nearby charging stations, very convenient feature.",6,"Topic 6: charging, battery, almost, tier, use",0.943748039404446
EV1392,EV Car,BYD Atto 3,3,"Emergency braking and collision alert systems work really well in traffic. Range drops badly in winter, I lost almost 30% range in cold weather.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.5235884427657514
EV1393,EV Scooter,TVS iQube,4,"The vehicle has good crash test ratings which reassured my purchase decision. Over the air software updates are a great feature, keeps improving over time. Range anxiety is real, I plan every trip around charging stops now.",2,"Topic 2: feel, quality, range, support, quality feel",0.37596173642500896
EV1394,EV Scooter,Hero Vida V1,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Software glitches caused the dashboard to freeze twice in a month.,4,"Topic 4: software, month, year, battery, keep",0.5002516488751698
EV1395,EV Car,MG ZS EV,3,"Resale value of electric vehicles is still uncertain, worried about depreciation. Stability control on wet roads is impressive and inspires confidence.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.5947255840295117
EV1396,EV Car,Hyundai Kona,5,Fast charging network needs serious expansion on highways.,3,"Topic 3: safety, use, highway, part, feature",0.935712803955503
EV1397,EV Car,Mahindra XUV400,4,Service center staff are not well trained to handle EV specific issues.,5,"Topic 5: battery, center, service center, service, safety",0.9437489343674283
EV1398,EV Car,MG ZS EV,3,"Public chargers are often broken or occupied, need more charging stations urgently.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9499990601920162
EV1399,EV Car,Tesla Model 3,4,Build materials feel sturdy but the design is a bit too plain compared to rivals.,6,"Topic 6: charging, battery, almost, tier, use",0.9499987329729866
EV1400,EV Car,MG ZS EV,3,Build materials feel sturdy but the design is a bit too plain compared to rivals.,6,"Topic 6: charging, battery, almost, tier, use",0.9499987329729866
EV1401,EV Scooter,TVS iQube,4,"Home charging setup was expensive and took weeks to install. Running cost is much lower than petrol, saving a lot on fuel every month.",4,"Topic 4: software, month, year, battery, keep",0.5372498285278775
EV1402,EV Car,Tata Nexon EV,4,Handling and stability at high speed feels very confident and safe. Compact size makes it easy to park and maneuver in city traffic.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.9689651509110115
EV1403,EV Scooter,Ather 450X,5,"Had a great experience with the service team, they explained everything clearly.",4,"Topic 4: software, month, year, battery, keep",0.9357124482698551
EV1404,EV Car,Tata Nexon EV,4,"Resale value of electric vehicles is still uncertain, worried about depreciation.",7,"Topic 7: braking, work, system, work well, well",0.9099994285588298
EV1405,EV Car,Tata Nexon EV,5,"Stability control on wet roads is impressive and inspires confidence. Range anxiety is real, I plan every trip around charging stops now.",2,"Topic 2: feel, quality, range, support, quality feel",0.5111157914791474
EV1406,EV Scooter,Ather 450X,4,Stability control on wet roads is impressive and inspires confidence.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9357134461405903
EV1407,EV Car,Tata Nexon EV,4,Finding a working charging station in my city is still very difficult.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9249982638755785
EV1408,EV Car,MG ZS EV,4,Handling and stability at high speed feels very confident and safe.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.935713476160822
EV1409,EV Scooter,Ola S1,4,"The companion app keeps crashing, needs urgent software updates. The battery warranty of 100 years gives me confidence in long term reliability.",4,"Topic 4: software, month, year, battery, keep",0.970967049626779
EV1410,EV Car,Mahindra XUV400,3,"Storage space under the seat is very limited, not practical for daily use.",3,"Topic 3: safety, use, highway, part, feature",0.9357135200179632
EV1411,EV Car,Mahindra XUV400,4,Total cost of ownership is great once you factor in low maintenance and fuel savings.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9499989422719604
EV1412,EV Scooter,TVS iQube,5,"Concerned about environmental impact of battery disposal and recycling. For the price, I expected better build quality and more features.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.5402314506928959
EV1413,EV Scooter,Ampere Magnus,2,"Spare parts availability is a major issue, waited a month for a replacement part.",3,"Topic 3: safety, use, highway, part, feature",0.9499992060228337
EV1414,EV Car,Mahindra XUV400,4,"Emergency braking and collision alert systems work really well in traffic. AC usage kills the range, on hot days I barely get half the claimed distance.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.5235870305787421
