review_id,source,product_type,brand,region,date,rating,feedback_text,_true_themes,clean_text_classical,clean_text_bert,lda_topic,lda_topic_confidence,lda_topic_label,nmf_topic,nmf_topic_confidence,nmf_topic_label,bert_topic,bert_topic_confidence,bert_topic_label
EV1295,Customer Support,EV Car,Mahindra XUV400,East,5/15/2025,3,"Bluetooth connectivity drops frequently while riding, very frustrating.",Software & Connectivity,bluetooth connectivity drop frequently riding frustrating,"Bluetooth connectivity drops frequently while riding, very frustrating.",8,0.924999723,"Topic 8: range, drop, defeat purpose, energy, energy used",7,0.103162611,"Topic 7: riding, low, smooth, level, impressively",11,1.0,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently"
EV1296,Customer Support,EV Car,Tesla Model 3,South,5/23/2024,4,Emergency braking and collision alert systems work really well in traffic.,Safety Features,emergency braking collision alert system work well traffic,Emergency braking and collision alert systems work really well in traffic.,7,0.943749731,"Topic 7: braking, work, system, work well, well",2,0.319097782,"Topic 2: braking, system, work well, work, well",0,0.015222907482147517,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic"
EV1297,Survey,EV Car,BYD Atto 3,Central,2/4/2024,4,Finding a working charging station in my city is still very difficult. For daily commute the range is fine but long trips are stressful because of low range.,"Charging Infrastructure, Range Anxiety",finding working charging station city difficult daily commute range fine long trip stressful low range,Finding a working charging station in my city is still very difficult. For daily commute the range is fine but long trips are stressful because of low range.,0,0.96896431,"Topic 0: cost, battery, replacement cost, replacement, city",7,0.080037203,"Topic 7: riding, low, smooth, level, impressively",0,1.0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic"
EV1298,Social Media,EV Car,Tesla Model 3,North,6/3/2024,4,"Claimed range of 20 km is misleading, actual range is way less in city traffic.",Range Anxiety,claimed range misleading actual range way less city traffic,"Claimed range of 20 km is misleading, actual range is way less in city traffic.",2,0.949997407,"Topic 2: feel, quality, range, support, quality feel",7,0.041861356,"Topic 7: riding, low, smooth, level, impressively",1,1.0,"Topic 1: range, transparent, proper, time company, proper information, battery degrades"
EV1299,Survey,EV Scooter,TVS iQube,Central,5/9/2025,4,"The companion app keeps crashing, needs urgent software updates.",Software & Connectivity,companion app keep crashing need urgent software update,"The companion app keeps crashing, needs urgent software updates.",4,0.943749217,"Topic 4: software, month, year, battery, keep",6,0.391311163,"Topic 6: app, keep, update, software update, need",17,1.0,"Topic 17: app keeps, crashing, crashing needs, companion app, companion, urgent software"
EV1300,Marketplace Review,EV Car,BYD Atto 3,North,1/18/2024,4,Stability control on wet roads is impressive and inspires confidence.,Safety Features,stability control wet road impressive inspires confidence,Stability control on wet roads is impressive and inspires confidence.,0,0.935713446,"Topic 0: cost, battery, replacement cost, replacement, city",7,0.259998231,"Topic 7: riding, low, smooth, level, impressively",3,1.0,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet"
EV1301,Customer Support,EV Scooter,Ampere Magnus,North,5/29/2025,4,"LED lighting and digital dashboard give it a premium, modern look.",Design & Aesthetics,led lighting digital dashboard give premium modern look,"LED lighting and digital dashboard give it a premium, modern look.",0,0.943748755,"Topic 0: cost, battery, replacement cost, replacement, city",9,0.145980317,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",20,0.04835052726534529,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused"
EV1302,Survey,EV Car,Tata Nexon EV,Central,6/1/2024,3,Price after subsidy is still higher than a comparable petrol scooter.,Price & Subsidy,price subsidy higher comparable petrol scooter,Price after subsidy is still higher than a comparable petrol scooter.,9,0.924998907,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0,0.029697944,"Topic 0: cost, replacement cost, replacement, price, battery",6,0.005769172950522435,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes"
EV1303,Customer Support,EV Scooter,TVS iQube,West,3/21/2024,5,Build quality feels premium and the ride is extremely comfortable. Compact size makes it easy to park and maneuver in city traffic.,"Performance & Ride Quality, Design & Aesthetics",build quality feel premium ride extremely comfortable compact size make easy park maneuver city traffic,Build quality feels premium and the ride is extremely comfortable. Compact size makes it easy to park and maneuver in city traffic.,1,0.510950735,"Topic 1: range, system, genuinely, useful, genuinely useful",0,0.027856643,"Topic 0: cost, replacement cost, replacement, price, battery",2,0.010276885894158864,"Topic 2: makes, high, size makes, park, easy, maneuver"
EV1304,Social Media,EV Car,Tesla Model 3,East,3/23/2024,3,"For daily commute the range is fine but long trips are stressful because of low range. Highway charging stops are rare, long distance travel is a nightmare.","Range Anxiety, Charging Infrastructure",daily commute range fine long trip stressful low range highway charging stop rare long distance travel nightmare,"For daily commute the range is fine but long trips are stressful because of low range. Highway charging stops are rare, long distance travel is a nightmare.",0,0.491794003,"Topic 0: cost, battery, replacement cost, replacement, city",7,0.070423662,"Topic 7: riding, low, smooth, level, impressively",1,1.0,"Topic 1: range, transparent, proper, time company, proper information, battery degrades"
EV1305,Marketplace Review,EV Scooter,Ampere Magnus,North,1/10/2024,5,Worried about battery degradation and replacement cost after warranty ends.,Battery Life & Degradation,worried battery degradation replacement cost warranty end,Worried about battery degradation and replacement cost after warranty ends.,0,0.935712873,"Topic 0: cost, battery, replacement cost, replacement, city",0,0.107282482,"Topic 0: cost, replacement cost, replacement, price, battery",21,1.0,"Topic 21: cost warranty, battery degradation, warranty ends, ends, degradation replacement, worried battery"
EV1306,Customer Support,EV Scooter,Bajaj Chetak,Central,4/7/2024,4,Advanced safety features like ABS and traction control give peace of mind.,Safety Features,advanced safety feature ab traction control give peace mind,Advanced safety features like ABS and traction control give peace of mind.,3,0.949999585,"Topic 3: safety, use, highway, part, feature",3,0.403444493,"Topic 3: ab, ab traction, control give, traction, traction control",10,0.0014966565085832901,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning"
EV1307,Marketplace Review,EV Car,MG ZS EV,East,2/17/2024,4,"Charging takes too long, almost 6 hours for a full charge at home.",Charging Infrastructure,charging take long almost hour full charge home,"Charging takes too long, almost 6 hours for a full charge at home.",6,0.94374764,"Topic 6: charging, battery, almost, tier, use",1,0.04253604,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",11,0.010409254973110398,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently"
EV1308,Customer Support,EV Car,MG ZS EV,North,7/31/2024,4,Zero tailpipe emissions is the main reason I chose an electric vehicle.,Environmental Impact,zero tailpipe emission main reason chose,Zero tailpipe emissions is the main reason I chose an electric vehicle.,6,0.925,"Topic 6: charging, battery, almost, tier, use",7,0.153486816,"Topic 7: riding, low, smooth, level, impressively",19,1.0,"Topic 19: chose, chose electric, emissions, emissions main, reason, reason chose"
EV1309,Customer Support,EV Scooter,Ola S1,South,9/3/2024,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Loved the color options and the overall styling of the vehicle.","Environmental Impact, Design & Aesthetics",energy used charge come mostly coal region defeat purpose somewhat loved color option overall styling,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Loved the color options and the overall styling of the vehicle.",8,0.652148128,"Topic 8: range, drop, defeat purpose, energy, energy used",1,0.346279758,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",6,1.0,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes"
EV1310,Social Media,EV Scooter,Hero Vida V1,North,5/27/2025,4,Acceleration is smooth and instant torque makes overtaking effortless.,Performance & Ride Quality,acceleration smooth instant torque make overtaking effortless,Acceleration is smooth and instant torque makes overtaking effortless.,4,0.935713353,"Topic 4: software, month, year, battery, keep",7,0.070715509,"Topic 7: riding, low, smooth, level, impressively",23,1.0,"Topic 23: 30 range, badly, badly winter, cold weather, drops badly, cold"
EV1311,Social Media,EV Car,Mahindra XUV400,North,12/14/2024,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",Environmental Impact,energy used charge come mostly coal region defeat purpose somewhat,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",8,0.954999819,"Topic 8: range, drop, defeat purpose, energy, energy used",1,0.428435062,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",6,1.0,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes"
EV1312,Survey,EV Scooter,TVS iQube,East,4/6/2025,5,"Over the air software updates are a great feature, keeps improving over time.",Software & Connectivity,air software update great feature keep improving time,"Over the air software updates are a great feature, keeps improving over time.",6,0.943747549,"Topic 6: charging, battery, almost, tier, use",6,0.188636444,"Topic 6: app, keep, update, software update, need",5,1.0,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time"
EV1313,Marketplace Review,EV Scooter,Ampere Magnus,West,7/9/2024,5,Contributing to a cleaner city is a big motivation behind going electric.,Environmental Impact,contributing cleaner city big motivation behind going,Contributing to a cleaner city is a big motivation behind going electric.,0,0.935713847,"Topic 0: cost, battery, replacement cost, replacement, city",0,0.025499456,"Topic 0: cost, replacement cost, replacement, price, battery",4,0.20078968953621598,"Topic 4: big motivation, big, motivation going, motivation, contributing, going"
EV1314,Customer Support,EV Car,BYD Atto 3,South,3/16/2024,4,"Charging takes too long, almost 6 hours for a full charge at home.",Charging Infrastructure,charging take long almost hour full charge home,"Charging takes too long, almost 6 hours for a full charge at home.",6,0.94374764,"Topic 6: charging, battery, almost, tier, use",1,0.04253604,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",11,0.010380736305860304,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently"
EV1315,Social Media,EV Car,Mahindra XUV400,West,11/20/2024,4,Handling and stability at high speed feels very confident and safe. Finding a working charging station in my city is still very difficult.,"Performance & Ride Quality, Charging Infrastructure",handling stability high speed feel confident safe finding working charging station city difficult,Handling and stability at high speed feels very confident and safe. Finding a working charging station in my city is still very difficult.,1,0.535509589,"Topic 1: range, system, genuinely, useful, genuinely useful",6,0.065869969,"Topic 6: app, keep, update, software update, need",2,1.0,"Topic 2: makes, high, size makes, park, easy, maneuver"
EV1316,Customer Support,EV Scooter,Bajaj Chetak,East,4/14/2024,3,Worried about battery degradation and replacement cost after warranty ends.,Battery Life & Degradation,worried battery degradation replacement cost warranty end,Worried about battery degradation and replacement cost after warranty ends.,0,0.935712873,"Topic 0: cost, battery, replacement cost, replacement, city",0,0.107282482,"Topic 0: cost, replacement cost, replacement, price, battery",21,1.0,"Topic 21: cost warranty, battery degradation, warranty ends, ends, degradation replacement, worried battery"
EV1317,Marketplace Review,EV Car,Mahindra XUV400,Central,6/8/2025,3,The design looks futuristic and attracts a lot of attention on the road.,Design & Aesthetics,design look futuristic attracts lot attention road,The design looks futuristic and attracts a lot of attention on the road.,2,0.935713616,"Topic 2: feel, quality, range, support, quality feel",7,0.037911005,"Topic 7: riding, low, smooth, level, impressively",9,1.0,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic"
EV1318,Customer Support,EV Car,Tata Nexon EV,Central,4/5/2024,3,Contributing to a cleaner city is a big motivation behind going electric. Acceleration is smooth and instant torque makes overtaking effortless.,"Environmental Impact, Performance & Ride Quality",contributing cleaner city big motivation behind going acceleration smooth instant torque make overtaking effortless,Contributing to a cleaner city is a big motivation behind going electric. Acceleration is smooth and instant torque makes overtaking effortless.,0,0.485184887,"Topic 0: cost, battery, replacement cost, replacement, city",7,0.047332396,"Topic 7: riding, low, smooth, level, impressively",4,0.2010045180803246,"Topic 4: big motivation, big, motivation going, motivation, contributing, going"
EV1319,Marketplace Review,EV Scooter,Bajaj Chetak,North,9/5/2024,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Stability control on wet roads is impressive and inspires confidence.,"Environmental Impact, Safety Features",zero tailpipe emission main reason chose stability control wet road impressive inspires confidence,Zero tailpipe emissions is the main reason I chose an electric vehicle. Stability control on wet roads is impressive and inspires confidence.,0,0.523999625,"Topic 0: cost, battery, replacement cost, replacement, city",7,0.293357372,"Topic 7: riding, low, smooth, level, impressively",19,1.0,"Topic 19: chose, chose electric, emissions, emissions main, reason, reason chose"
EV1320,Social Media,EV Scooter,Ather 450X,East,11/4/2024,4,"Spare parts availability is a major issue, waited a month for a replacement part.",Service & After-Sales,spare part availability major issue waited month replacement part,"Spare parts availability is a major issue, waited a month for a replacement part.",3,0.949999206,"Topic 3: safety, use, highway, part, feature",9,0.022143653,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0,0.19198127403107482,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic"
EV1321,Social Media,EV Car,Tata Nexon EV,West,10/9/2024,4,"Storage space under the seat is very limited, not practical for daily use. Had a great experience with the service team, they explained everything clearly.","Design & Aesthetics, Service & After-Sales",storage space seat limited practical daily use great experience service team explained everything clearly,"Storage space under the seat is very limited, not practical for daily use. Had a great experience with the service team, they explained everything clearly.",4,0.492174999,"Topic 4: software, month, year, battery, keep",4,0.10175241,"Topic 4: use, daily use, daily, dropped, within month",5,1.0,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time"
EV1322,Customer Support,EV Car,Hyundai Kona,South,5/22/2025,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",Environmental Impact,energy used charge come mostly coal region defeat purpose somewhat,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",8,0.954999819,"Topic 8: range, drop, defeat purpose, energy, energy used",1,0.428435062,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",6,1.0,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes"
EV1323,Survey,EV Car,Mahindra XUV400,South,11/7/2024,5,For daily commute the range is fine but long trips are stressful because of low range.,Range Anxiety,daily commute range fine long trip stressful low range,For daily commute the range is fine but long trips are stressful because of low range.,0,0.949997508,"Topic 0: cost, battery, replacement cost, replacement, city",7,0.096873282,"Topic 7: riding, low, smooth, level, impressively",1,1.0,"Topic 1: range, transparent, proper, time company, proper information, battery degrades"
EV1324,Marketplace Review,EV Scooter,Ampere Magnus,East,3/26/2025,5,"Noise levels are impressively low, riding experience is very smooth and quiet.",Performance & Ride Quality,noise level impressively low riding experience smooth quiet,"Noise levels are impressively low, riding experience is very smooth and quiet.",9,0.943749598,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",7,0.346479625,"Topic 7: riding, low, smooth, level, impressively",3,0.1986560393049673,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet"
EV1325,Customer Support,EV Car,Hyundai Kona,Central,7/24/2024,5,Touchscreen infotainment system lags and is not very intuitive to use.,Software & Connectivity,touchscreen infotainment system lag intuitive use,Touchscreen infotainment system lags and is not very intuitive to use.,8,0.92499737,"Topic 8: range, drop, defeat purpose, energy, energy used",2,0.072613133,"Topic 2: braking, system, work well, work, well",18,1.0,"Topic 18: infotainment, infotainment lags, touchscreen, touchscreen infotainment, lags intuitive, lags"
EV1326,Customer Support,EV Car,Mahindra XUV400,East,5/17/2025,4,Concerned about environmental impact of battery disposal and recycling. Insurance premium for EV is surprisingly high compared to petrol vehicles.,"Environmental Impact, Price & Subsidy",concerned environmental impact battery disposal recycling insurance premium surprisingly high compared petrol,Concerned about environmental impact of battery disposal and recycling. Insurance premium for EV is surprisingly high compared to petrol vehicles.,9,0.531893561,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",5,0.30266283,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",16,1.0,"Topic 16: tier, surprisingly, surprisingly high, compared petrol, insurance premium, insurance"
EV1327,Customer Support,EV Scooter,Bajaj Chetak,North,7/23/2024,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",Environmental Impact,energy used charge come mostly coal region defeat purpose somewhat,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",8,0.954999819,"Topic 8: range, drop, defeat purpose, energy, energy used",1,0.428435062,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",6,1.0,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes"
EV1328,Survey,EV Car,Tesla Model 3,West,8/2/2024,5,"Smart key and app based lock features work flawlessly, very convenient.",Software & Connectivity,smart key app based lock feature work flawlessly convenient,"Smart key and app based lock features work flawlessly, very convenient.",9,0.949998977,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",6,0.203971773,"Topic 6: app, keep, update, software update, need",22,1.0,"Topic 22: app based, based, based lock, features work, flawlessly, flawlessly convenient"
EV1329,Survey,EV Scooter,Hero Vida V1,West,5/26/2025,4,"Battery health dropped to 85% within 18 months of daily use. After sales support has been excellent, quick response and doorstep service.","Battery Life & Degradation, Service & After-Sales",battery health dropped within month daily use sale support excellent quick response doorstep service,"Battery health dropped to 85% within 18 months of daily use. After sales support has been excellent, quick response and doorstep service.",2,0.48518485,"Topic 2: feel, quality, range, support, quality feel",4,0.25520795,"Topic 4: use, daily use, daily, dropped, within month",13,1.0,"Topic 13: 18, 18 months, 85, 85 18, health dropped, months daily"
EV1330,Marketplace Review,EV Car,Tesla Model 3,West,3/16/2024,5,Navigation system integrated with range prediction is genuinely useful.,Software & Connectivity,navigation system integrated range prediction genuinely useful,Navigation system integrated with range prediction is genuinely useful.,1,0.935713504,"Topic 1: range, system, genuinely, useful, genuinely useful",7,0.077765455,"Topic 7: riding, low, smooth, level, impressively",8,0.02920969191678977,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured"
EV1331,Marketplace Review,EV Scooter,Ampere Magnus,Central,6/2/2025,4,Compact size makes it easy to park and maneuver in city traffic.,Design & Aesthetics,compact size make easy park maneuver city traffic,Compact size makes it easy to park and maneuver in city traffic.,1,0.943749361,"Topic 1: range, system, genuinely, useful, genuinely useful",0,0.030857381,"Topic 0: cost, replacement cost, replacement, price, battery",2,0.09144412424556084,"Topic 2: makes, high, size makes, park, easy, maneuver"
EV1332,Survey,EV Car,Hyundai Kona,North,9/11/2024,4,"Suspension is too stiff, ride quality is uncomfortable on bad roads.",Performance & Ride Quality,suspension stiff ride quality uncomfortable road,"Suspension is too stiff, ride quality is uncomfortable on bad roads.",0,0.924997251,"Topic 0: cost, battery, replacement cost, replacement, city",7,0.025882876,"Topic 7: riding, low, smooth, level, impressively",8,0.1766430214622755,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured"
EV1333,Marketplace Review,EV Car,BYD Atto 3,East,3/16/2025,5,"Public chargers are often broken or occupied, need more charging stations urgently. Range anxiety is real, I plan every trip around charging stops now.","Charging Infrastructure, Range Anxiety",public charger often broken occupied need charging station urgently range anxiety real plan every trip around charging stop,"Public chargers are often broken or occupied, need more charging stations urgently. Range anxiety is real, I plan every trip around charging stops now.",0,0.519944409,"Topic 0: cost, battery, replacement cost, replacement, city",6,0.073404787,"Topic 6: app, keep, update, software update, need",0,0.00855672994447606,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic"
EV1334,Social Media,EV Car,BYD Atto 3,West,1/18/2025,3,"LED lighting and digital dashboard give it a premium, modern look. Software glitches caused the dashboard to freeze twice in a month.","Design & Aesthetics, Software & Connectivity",led lighting digital dashboard give premium modern look software glitch caused dashboard freeze twice month,"LED lighting and digital dashboard give it a premium, modern look. Software glitches caused the dashboard to freeze twice in a month.",0,0.495546607,"Topic 0: cost, battery, replacement cost, replacement, city",9,0.397874681,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",20,1.0,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused"
EV1335,Survey,EV Car,Hyundai Kona,West,4/17/2024,4,"Spare parts availability is a major issue, waited a month for a replacement part.",Service & After-Sales,spare part availability major issue waited month replacement part,"Spare parts availability is a major issue, waited a month for a replacement part.",3,0.949999206,"Topic 3: safety, use, highway, part, feature",9,0.022143653,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0,0.19193882918921834,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic"
EV1336,Social Media,EV Car,Tata Nexon EV,East,11/15/2024,4,Build quality feels premium and the ride is extremely comfortable.,Performance & Ride Quality,build quality feel premium ride extremely comfortable,Build quality feels premium and the ride is extremely comfortable.,2,0.935713389,"Topic 2: feel, quality, range, support, quality feel",8,0.039049352,"Topic 8: service, service center, center, appointment long, center needed",18,0.010276660620748307,"Topic 18: infotainment, infotainment lags, touchscreen, touchscreen infotainment, lags intuitive, lags"
EV1337,Marketplace Review,EV Car,BYD Atto 3,East,5/2/2025,5,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,Charging Infrastructure,charging infrastructure tier tier city almost non existent,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,6,0.943748493,"Topic 6: charging, battery, almost, tier, use",0,0.022957622,"Topic 0: cost, replacement cost, replacement, price, battery",16,1.0,"Topic 16: tier, surprisingly, surprisingly high, compared petrol, insurance premium, insurance"
EV1338,Survey,EV Scooter,TVS iQube,East,2/15/2024,4,Finding a working charging station in my city is still very difficult.,Charging Infrastructure,finding working charging station city difficult,Finding a working charging station in my city is still very difficult.,0,0.924998264,"Topic 0: cost, battery, replacement cost, replacement, city",6,0.061226602,"Topic 6: app, keep, update, software update, need",0,1.0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic"
EV1339,Survey,EV Scooter,Hero Vida V1,South,9/6/2024,5,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. Battery health dropped to 85% within 18 months of daily use.","Safety Features, Battery Life & Degradation",heard thermal runaway incident shaken trust safety battery health dropped within month daily use,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. Battery health dropped to 85% within 18 months of daily use.",3,0.56838491,"Topic 3: safety, use, highway, part, feature",4,0.249862294,"Topic 4: use, daily use, daily, dropped, within month",13,0.0017455685935485819,"Topic 13: 18, 18 months, 85, 85 18, health dropped, months daily"
EV1340,Marketplace Review,EV Scooter,Ampere Magnus,West,8/25/2024,5,Build materials feel sturdy but the design is a bit too plain compared to rivals.,Design & Aesthetics,build material feel sturdy design bit plain compared rival,Build materials feel sturdy but the design is a bit too plain compared to rivals.,6,0.949998733,"Topic 6: charging, battery, almost, tier, use",8,0.127332354,"Topic 8: service, service center, center, appointment long, center needed",14,1.0,"Topic 14: service, bit plain, design bit, compared rivals, bit, materials feel"
EV1341,Marketplace Review,EV Car,MG ZS EV,West,1/30/2024,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Insurance premium for EV is surprisingly high compared to petrol vehicles. Bluetooth connectivity drops frequently while riding, very frustrating.","Environmental Impact, Price & Subsidy, Software & Connectivity",energy used charge come mostly coal region defeat purpose somewhat insurance premium surprisingly high compared petrol bluetooth connectivity drop frequently riding frustrating,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Insurance premium for EV is surprisingly high compared to petrol vehicles. Bluetooth connectivity drops frequently while riding, very frustrating.",8,0.978571212,"Topic 8: range, drop, defeat purpose, energy, energy used",1,0.294303665,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",11,1.0,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently"
EV1342,Social Media,EV Car,Tesla Model 3,South,10/12/2024,4,Home charging setup was expensive and took weeks to install. Concerned about environmental impact of battery disposal and recycling.,"Charging Infrastructure, Environmental Impact",home charging setup expensive took week install concerned environmental impact battery disposal recycling,Home charging setup was expensive and took weeks to install. Concerned about environmental impact of battery disposal and recycling.,5,0.553729309,"Topic 5: battery, center, service center, service, safety",5,0.305390606,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",11,1.0,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently"
EV1343,Marketplace Review,EV Scooter,Ather 450X,North,9/25/2024,3,Software glitches caused the dashboard to freeze twice in a month. The vehicle has good crash test ratings which reassured my purchase decision.,"Software & Connectivity, Safety Features",software glitch caused dashboard freeze twice month crash test rating reassured purchase decision,Software glitches caused the dashboard to freeze twice in a month. The vehicle has good crash test ratings which reassured my purchase decision.,4,0.523999878,"Topic 4: software, month, year, battery, keep",9,0.397632834,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",20,1.0,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused"
EV1344,Marketplace Review,EV Scooter,Ampere Magnus,Central,4/26/2024,4,Top speed is decent for city use but not enough for highway cruising.,Performance & Ride Quality,top speed decent city use enough highway cruising,Top speed is decent for city use but not enough for highway cruising.,3,0.9437488,"Topic 3: safety, use, highway, part, feature",4,0.041234172,"Topic 4: use, daily use, daily, dropped, within month",15,0.0009559006370209119,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got"
EV1345,Social Media,EV Scooter,Ampere Magnus,East,3/27/2024,4,"Battery health dropped to 85% within 18 months of daily use. Braking system feels sharp and responsive, regenerative braking works well. Public chargers are often broken or occupied, need more charging stations urgently.","Battery Life & Degradation, Performance & Ride Quality, Charging Infrastructure",battery health dropped within month daily use braking system feel sharp responsive regenerative braking work well public charger often broken occupied need charging station urgently,"Battery health dropped to 85% within 18 months of daily use. Braking system feels sharp and responsive, regenerative braking works well. Public chargers are often broken or occupied, need more charging stations urgently.",0,0.353353145,"Topic 0: cost, battery, replacement cost, replacement, city",2,0.217837794,"Topic 2: braking, system, work well, work, well",13,0.6569065679319472,"Topic 13: 18, 18 months, 85, 85 18, health dropped, months daily"
EV1346,Social Media,EV Car,Hyundai Kona,Central,2/1/2025,5,Compact size makes it easy to park and maneuver in city traffic.,Design & Aesthetics,compact size make easy park maneuver city traffic,Compact size makes it easy to park and maneuver in city traffic.,1,0.943749361,"Topic 1: range, system, genuinely, useful, genuinely useful",0,0.030857381,"Topic 0: cost, replacement cost, replacement, price, battery",2,0.09118277374865702,"Topic 2: makes, high, size makes, park, easy, maneuver"
EV1347,Marketplace Review,EV Car,BYD Atto 3,West,7/9/2024,4,Software glitches caused the dashboard to freeze twice in a month.,Software & Connectivity,software glitch caused dashboard freeze twice month,Software glitches caused the dashboard to freeze twice in a month.,4,0.935713937,"Topic 4: software, month, year, battery, keep",9,0.454167934,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",20,1.0,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused"
EV1348,Social Media,EV Car,BYD Atto 3,West,10/22/2024,5,Battery health dropped to 85% within 18 months of daily use.,Battery Life & Degradation,battery health dropped within month daily use,Battery health dropped to 85% within 18 months of daily use.,6,0.935712492,"Topic 6: charging, battery, almost, tier, use",4,0.39372037,"Topic 4: use, daily use, daily, dropped, within month",13,1.0,"Topic 13: 18, 18 months, 85, 85 18, health dropped, months daily"
EV1349,Survey,EV Scooter,Bajaj Chetak,East,1/10/2024,4,"Over the air software updates are a great feature, keeps improving over time.",Software & Connectivity,air software update great feature keep improving time,"Over the air software updates are a great feature, keeps improving over time.",6,0.943747549,"Topic 6: charging, battery, almost, tier, use",6,0.188636444,"Topic 6: app, keep, update, software update, need",5,1.0,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time"
EV1350,Marketplace Review,EV Car,Mahindra XUV400,West,5/18/2025,5,Build materials feel sturdy but the design is a bit too plain compared to rivals.,Design & Aesthetics,build material feel sturdy design bit plain compared rival,Build materials feel sturdy but the design is a bit too plain compared to rivals.,6,0.949998733,"Topic 6: charging, battery, almost, tier, use",8,0.127332354,"Topic 8: service, service center, center, appointment long, center needed",14,1.0,"Topic 14: service, bit plain, design bit, compared rivals, bit, materials feel"
